url,Bedrooms,Bathrooms,Balconies,Carpet area,Loading,Developer,Project,Status,Transaction type,Floor,Car parking,Price Breakup,Unnamed: 13,Facilities,Address,Landmarks,Facing,Overlooking,Flooring,Water Availability,Status of Electricity,Lift,Age of Construction,Furnishing,Authority Approval,Floors allowed for construction,Type of Ownership,Brokerage Response,Loan Offered by,Amenities,Super area,Furnished status,RERA ID,Possession by,Car Parking,Puja Room,Plot area,Store Room,Units Available,Servant Room,Balcony,Bathroom,Study Room,Lifts,Location_Score
https://www.magicbricks.com/propertyDetails/3-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Uttam-Nagar-in-New-Delhi&id=4d423535353937393131,3 See Dimensions,2.0,2.0,900 sqft,5%,Bharat Homes,Bharat Luxury Homes,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Open,"₹ 67.0 Lac
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, RO Water System","Uttam Nagar, New Delhi - West, Delhi NCR",near uttam nagar west metro station,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Vitrified,24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Development Authority,4.0,Freehold,Brokers please do not contact,,"Reserved Parking
Power Back Up
Air Conditioned
Visitor Parking
Rain Water Harvesting
Water Storage
View all Amenities",,,,,,,,,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-West-in-New-Delhi&id=4d423630323634343533,2 See Dimension,2.0,,,,Planner N Maker,Planner N Maker Homes,Ready to Move,"New Property
Free Legal Title Check",2 (Out of 4 Floors),None,₹ 21.0 Lac,,,"Uttam Nagar West, New Delhi - West, Delhi NCR",,,,,24 Hours Available,No/Rare Powercut,,,Semi-Furnished,,4.0,,,,"Visitor Parking
Waste Disposal
Rain Water Harvesting
Water Storage
Security
Gymnasium
View all Amenities",500 sqft,,,,,,,,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-in-New-Delhi&id=4d423539363430363433,2,2.0,,,,Mahadev Builders,Mahadev Homes,Ready to Move,"New Property
Free Legal Title Check",,1 Covered,₹ 27.0 Lac,,,"Uttam Nagar, New Delhi - West, Delhi NCR",,,,,24 Hours Available,No/Rare Powercut,,,Semi-Furnished,,4.0,,,,"Reserved Parking
Power Back Up
Air Conditioned
Visitor Parking
Rain Water Harvesting
Water Storage
View all Amenities",600 sqft,Semi-Furnished,,,,,,,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Sale-Model-Town-in-New-Delhi&id=4d423538383032353031,3,3.0,,,,M2K,M2K Victoria Gardens,Ready to Move,"New Property
Free Legal Title Check",,None,₹ 2.50 Cr,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Air Conditioned, Intercom Facility, Laundry Service, Internet/Wi-Fi Connectivity, Cafeteria/Food Court, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Wrap Around Balcony, Island Kitchen Layout, House help accommodation, Concierge Services, Theme based Architectures, Health club with Steam / Jaccuzi, Premium branded fittings, Private Garage, Fireplace","Model Town, New Delhi - North, Delhi NCR",,,,"Vitrified, Wooden, Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,2,,Semi-Furnished,,19.0,,,,"Convenience Leisure Security Sports
Mini Cinema Theatre
Power Back Up
Arts & Craft Studio
Outdoor Tennis Courts
Jogging and Strolling Track
Piped Gas
Intercom Facility
Fire Fighting Equipment
Lift
Club House
Swimming Pool
Reserved Parking
Gymnasium
Premium branded fittings
Theme based Architectures
Cafeteria/Food Court
Multipurpose Courts
Multipurpose Hall
Meditation Area
Kids Club
Indoor Games Room
Bank & ATM
Security
Maintenance Staff
Laundry Service
Internet/Wi-Fi Connectivity
Visitor Parking",1950 sqft,Semi-Furnished,,,,,,,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/2-BHK-820-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chhattarpur-in-New-Delhi&id=4d423539363935393535,2 See Dimension,2.0,,,,A.R.S. High Vision Developers Pvt Ltd,Farm Side Apartments,Ready to Move,"New Property
Free Legal Title Check",,1 Covered,₹ 41.0 Lac,,,"Chhattarpur, New Delhi - South, Delhi NCR",,,,"Vitrified, Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut,1,,Semi-Furnished,,4.0,,,,"Jogging and Strolling Track
Visitor Parking
CCTV Camera
Security
Gymnasium
Bank & ATM
View all Amenities",820 sqft,Semi-Furnished,,,,,,,,,,,,,4.0
https://www.magicbricks.com/propertyDetails/3-BHK-1901-Sq-ft-Multistorey-Apartment-FOR-Sale-Karol-Bagh-in-New-Delhi&id=4d423535323931373937,3 See Dimension,2.0,,,,Unity Group,The Amaryllis,Ready to Move,"New Property
Free Legal Title Check",,1 Covered,₹ 3.25 Cr,,"Skydeck, Sky Villa","Karol Bagh, New Delhi - Central, Delhi NCR",,,,"Mosaic, Vitrified, Wooden, Ceramic Tiles",24 Hours Available,No/Rare Powercut,2,,Semi-Furnished,,31.0,,,,"Convenience Leisure Environment Security Sports
Private pool
Skydeck
Pool with temperature control
Infinity Swimming Pool
Mini Cinema Theatre
High Ceiling
Fingerprint Access
Large Open space
3 Tier Security System
Large Clubhouse
Located in the Heart of city
Health club with Steam / Jaccuzi
Theme based Architectures
Central AC
Grand Entrance lobby
Premium branded fittings
Arts & Craft Studio
Dance Studio
Guest lobby in each floor
Kids Play Pool With Water Slides
Bar/Lounge
Horticulture
Multipurpose Hall
All wooden flooring
AC in each room
Aesthetically designed landscape garden
Water Front
Smart Home
Kids play area
Kids Play Area
Library
Walk-in closet
Shopping center
Cycling track
Curated Garden
Town House
AEROBICS ROOM
Fire Fighting Equipment
Sewage treatment plant
Volleyball court
Half basketball court
Community entrance gate
Tot-lot surrounding
Lawn with pathway
Badminton court
Sand pit
Community Hall
Provision for power backup
Ground water recharging
Activity Deck4
Retail Boulevard (Retail Shops)
Rentable Community Space
Coffee Lounge & Restaurants
Concierge Services
Early Learning Centre
Event Space & Amphitheatre
Flower Gardens
Indoor Games Room
Indoor Squash & Badminton Courts
Kids Club
Library And Business Centre
Meditation Area
Outdoor Tennis Courts
Recreational Pool
Kids Splash Pool
Sky Villa
Power Back Up
Air Conditioned
Intercom Facility
Maintenance Staff
Waste Disposal
Laundry Service
Internet/Wi-Fi Connectivity
DTH Television Facility
RO Water System
Service/Goods Lift
Vaastu Compliant
Water Storage
Lift
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Park
Reserved Parking
Security
Banquet Hall
Cafeteria/Food Court
Conference Room
Earth quake resistant
Visitor Parking
Solar Energy
CCTV Camera
Fire Sprinklers
Entry Exit Gate
Wheelchair Accessibility
Private Garage
Modular Kitchen
Well Furnished
Marble flooring
Jogging and Strolling Track
Outdoor Tennis Courts
Skyline View
Wrap Around Balcony
House help accommodation
Concierge Services
Garden View
Aesthetic Interior
Fireplace",1901 sqft,Semi-Furnished,DLRERA2018P0007,,,,,,,,,,,,4.0
https://www.magicbricks.com/propertyDetails/2-BHK-1252-Sq-ft-Multistorey-Apartment-FOR-Sale-Karol-Bagh-in-New-Delhi&id=4d423538333732373431,2 See Dimension,2.0,,,,Unity Group,The Amaryllis,Ready to Move,"New Property
Free Legal Title Check",,1 Covered,₹ 2.10 Cr,,,"Karol Bagh, New Delhi - Central, Delhi NCR",,,,,24 Hours Available,No/Rare Powercut,2,,Semi-Furnished,,,,,,"Visitor Parking
Wrap Around Balcony
Marble flooring
Bar/Lounge
Provision for power backup
Service/Goods Lift
View all Amenities",1252 sqft,Semi-Furnished,DLRERA2018P0007,,,,,,,,,,,,4.0
https://www.magicbricks.com/propertyDetails/3-BHK-1872-Sq-ft-Multistorey-Apartment-FOR-Sale-Greater-Kailash-1-in-New-Delhi&id=4d423437333035303435,3,3.0,,,,Ultra Realty Estates,Ultra Realty Homes,Ready to Move,"New Property
Free Legal Title Check",,None,"₹ 3.10 Cr ₹ 4,000 Monthly",,,"GK I, New Delhi - South, Delhi NCR",,,,,24 Hours Available,No/Rare Powercut,,,Unfurnished,,4.0,,,,"Reserved Parking
Power Back Up
Intercom Facility
Piped Gas
Security
Lift
View all Amenities",1872 sqft,Unfurnished,,,,,,,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-24-in-New-Delhi&id=4d423539373932373633,2,2.0,,,,Lucky Realtech Pvt. Ltd.,Lucky Homes,Ready to Move,"New Property
Free Legal Title Check",,1 Covered,₹ 56.0 Lac,,,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",,,,"Vitrified, Wooden, Ceramic Tiles, Marble, Granite",24 Hours Available,No/Rare Powercut,1,,Semi-Furnished,,3.0,,,,"Power Back Up
Laundry Service
Earth quake resistant
Jogging and Strolling Track
CCTV Camera
Water Storage
View all Amenities",750 sqft,Semi-Furnished,,,,,,,,,,,,,7.0
https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Moti-Nagar-in-New-Delhi&id=4d423536363238323035,3 See Dimensions,2.0,4.0,,,DLF Ltd.,DLF Capital Greens,Ready to Move,"New Property
Free Legal Title Check",15 (Out of 30 Floors),"1 Covered, 1 Open",₹ 2.10 Cr,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Banquet Hall, Cafeteria/Food Court, Conference Room, Jogging and Strolling Track, Outdoor Tennis Courts, 3 Tier Security System","Moti Nagar, New Delhi - West, Delhi NCR",Near by ctc mall,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,4,5 to 10 years,Furnished,Development Authority,30.0,Freehold,,,"Convenience Leisure Environment Security Sports
Power Back Up
Waste Disposal
Laundry Service
Internet/Wi-Fi Connectivity
DTH Television Facility
Banquet Hall
Flower Gardens
Indoor Games Room
Indoor Squash & Badminton Courts
Kids Play Area
Kids Play Pool With Water Slides
Outdoor Tennis Courts
Cycling & Jogging Track
Maintenance Staff
Intercom Facility
Lift
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Park
Reserved Parking
Fire Fighting Equipment
Visitor Parking
Security
Water Storage
Air Conditioned
Multipurpose Hall
Multipurpose Courts
Vaastu Compliant
Jogging and Strolling Track
CCTV Camera",1500 sqft,,,,,,,,,,,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-1155-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-7-in-New-Delhi&id=4d423536383933383331,3 See Dimensions,3.0,,,,CIETD Pvt Ltd,Palm Greens Apartment,Under Construction,"New Property
Free Legal Title Check",3 (Out of 4 Floors),,"₹ 1.0 Cr ₹ 1,500 Monthly",,,"Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",,,,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,3,,Semi-Furnished,,,,,,"CCTV Camera
Park
Intercom Facility
Security
Gymnasium
Kids Play Area",1155 sqft,,,Oct '22,1 Covered,,,,,,,,,,7.0
https://www.magicbricks.com/propertyDetails/2-BHK-820-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chhattarpur-in-New-Delhi&id=4d423539353635383935,2,2.0,,,,SK Builder & Developers,Prestige Flats,Under Construction,"New Property
Free Legal Title Check",,1 Covered,₹ 34.0 Lac,,,"Chhattarpur, New Delhi - South, Delhi NCR",,,,,,,,,Semi-Furnished,,,,,,"Reserved Parking
Waste Disposal
Park
Water Storage
Security
RO Water System
View all Amenities",820 sqft,,,May '22,,,,,,,,,,,4.0
https://www.magicbricks.com/propertyDetails/2-BHK-530-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423539383634313839,2,2.0,,,,Mitya Infratech,Mitya Homes,Ready to Move,"New Property
Free Legal Title Check",,None,₹ 24.0 Lac,,,"Dwarka Mor, New Delhi - West, Delhi NCR",,,,,,,,,Furnished,,3.0,,,,"Power Back Up
CCTV Camera
Security
Lift",530 sqft,Furnished,,,,,,,,,,,,,6.0
https://www.magicbricks.com/propertyDetails/2-BHK-675-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423538333135303431,2 See Dimensions,2.0,,585 sqft,13%,S Gambhir Buildtech Pvt. Ltd,Metro Walk,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 36.0 Lac ₹ 250 Monthly
See Other Charges",,"Power Back Up, Park, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility","Rama Park, E-15/16 Mohan Garden, Dwarka Mor, Dwarka Mor, New Delhi - West, Delhi NCR",Rama Park Block-E,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Municipal Corporation of Delhi,4.0,Freehold,Brokers please do not contact,,"Reserved Parking
Power Back Up
Visitor Parking
Rain Water Harvesting
Park
Water Storage
View all Amenities",,,,,,1.0,4977 sqft,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1872-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-1-in-New-Delhi&id=4d423539343431313033,3 See Dimension,3.0,,,,Shabh Infrastructure,Greater Kailash Luxury Homes,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 3.10 Cr ₹ 4,000 Monthly",,,"GK I, New Delhi - South, Delhi NCR",,,,"Vitrified, Wooden, Marble",24 Hours Available,No/Rare Powercut,1,,Semi-Furnished,,,,,,"Reserved Parking
Intercom Facility
Piped Gas
Security
Lift",1872 sqft,,,,,,,1.0,,,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-18-in-New-Delhi-r2&id=4d423431373937313335,3 See Dimensions,2.0,4.0,1500 sqft,11%,Cooperative Group Housing Society,Janaksar Apartment,Ready to Move,"Resale
Free Legal Title Check",9 (Out of 9 Floors),"1 Covered, 1 Open","₹ 1.72 Cr ₹ 12,03,923 Stamp Duty, Registration Charges ₹ 2,800 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, Piped Gas, Jogging and Strolling Track","Sector 18 Dwarka, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Near by delhi interntional school and venkateshwar hospital.,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Marble,24 Hours Available,No/Rare Powercut,2,5 to 10 years,Semi-Furnished,RWA/Co-operative Housing Society,,Freehold,,11 more,"Reserved Parking
Visitor Parking
Security
Kids Play Area
Fire Fighting Equipment
Lift
View all Amenities",,,,,,,,,2.0,,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-in-New-Delhi&id=4d423537363836313137,3 See Dimensions,2.0,10.0,1300 sqft,23%,Group housing society,Shaman Apartments,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 4 Floors),"1 Covered, 1 Open","₹ 1.58 Cr ₹ 11,05,986 Stamp Duty, Registration Charges ₹ 2,500 Monthly
See Other Charges",,,"Dwarka Sector 23, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Near to park and metro station,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Vitrified,24 Hours Available,No/Rare Powercut,2,5 to 10 years,Semi-Furnished,Delhi Development Authority,,Freehold,Brokers please do not contact,,"Convenience Leisure Environment Security Sports
Power Back Up
Bar/Lounge
Cafeteria/Food Court
Jogging and Strolling Track
Canopy Walk
Bank & ATM
Concierge Services
Early Learning Centre
Flower Gardens
Kids Club
Kids Play Area
Kids Play Pool With Water Slides
Recreational Pool
Retail Boulevard (Retail Shops)
Banquet Hall
DTH Television Facility
Laundry Service
Lift
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Park
Reserved Parking
Security
Water Storage
Service/Goods Lift
Visitor Parking
Maintenance Staff
Waste Disposal
Fire Fighting Equipment",,,,,,,,,,,,,,,5.0
https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-2-in-New-Delhi&id=4d423539383931303135,2 See Dimensions,2.0,2.0,1100 sqft,13%,Cooperative Group Housing Society,Celestial Heights,Ready to Move,"Resale
Free Legal Title Check",3 (Out of 7 Floors),"1 Covered, 1 Open","₹ 1.27 Cr ₹ 8,88,930 Stamp Duty, Registration Charges ₹ 2,850 Monthly
See Other Charges",,"Power Back Up, Lift, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Piped Gas","Dwarka Sector 2, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",Opposite Manipal Hospital,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,Vitrified,24 Hours Available,No/Rare Powercut,2,10 to 15 years,Furnished,RWA/Co-operative Housing Society,,Freehold,,,"Visitor Parking
Water Storage
Security
Kids Play Area
Lift
Maintenance Staff",,,,,,,,,,,,,,,5.0
https://www.magicbricks.com/propertyDetails/2-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Moti-Nagar-in-New-Delhi&id=4d423539343538313537,2,2.0,3.0,,,DLF Ltd.,DLF One Midtown,,"New Property
Free Legal Title Check",24 (Out of 40 Floors),1 Covered,"₹ 2.45 Cr ₹ 17,15,000 Stamp Duty, Registration Charges ₹ 3,500 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Jogging and Strolling Track, Outdoor Tennis Courts, Water Front","Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",DLF One Midtown is an ultramodern luxurious residential project newly,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool, Main Road","Marble, Wooden",24 Hours Available,No/Rare Powercut,4,Under Construction,Semi-Furnished,Delhi Development Authority,,Freehold,Brokers please do not contact,1 more,"Convenience Leisure Environment Security Sports
Mini Cinema Theatre
Multipurpose Hall
Flower Gardens
Banquet Hall
Indoor Squash & Badminton Courts
Multipurpose Courts
Lift
Jogging and Strolling Track
Outdoor Tennis Courts
Power Back Up
CCTV Camera
Kids play area
Library
Indoor Games Room
DTH Television Facility
Internet/Wi-Fi Connectivity
Laundry Service
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Reserved Parking
Water Storage
Vaastu Compliant
Air Conditioned
Visitor Parking
Intercom Facility
Maintenance Staff
Waste Disposal
Cycling & Jogging Track",1750 sqft,Semi-Furnished,DLRERA2021P0007,,,,,,10.0,,,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-208-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Greater-Kailash-1-in-New-Delhi&id=4d423630303938313139,3,4.0,2.0,208 sqyrd,,,,Ready to Move,"New Property
Free Legal Title Check",Ground (Out of 3 Floors),2 Covered,"₹ 4.0 Cr ₹ 28,00,000 Approx. Registration Charges
See Other Charges",,"Power Back Up, Lift, Reserved Parking, Banquet Hall","Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",The property is situated in the most exclusive area Colony,North - East,"Garden/Park, Main Road","Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,1,New Construction,Unfurnished,,,Freehold,,,,,Unfurnished,,,,1.0,,1.0,1.0,1.0,,,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-3045-Sq-ft-Multistorey-Apartment-FOR-Sale-Moti-Nagar-in-New-Delhi&id=4d423539363130353535,3,3.0,,2400 sqft,21%,DLF Ltd.,DLF One Midtown,Ready to Move,"New Property
Free Legal Title Check",40 (Out of 40 Floors),1 Covered,"₹ 3.50 Cr ₹ 24,49,946 Stamp Duty, Registration Charges
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Reserved Parking, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts","Moti Nagar, Shivaji Marg, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Shivaji Marg,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Pool","Mosaic, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,2,New Construction,Unfurnished,,,Freehold,Brokers please do not contact,,"Convenience Leisure Environment Security Sports
Mini Cinema Theatre
Multipurpose Hall
Flower Gardens
Banquet Hall
Indoor Squash & Badminton Courts
Multipurpose Courts
Lift
Jogging and Strolling Track
Outdoor Tennis Courts
Power Back Up
CCTV Camera
Kids play area
Library
Indoor Games Room
DTH Television Facility
Internet/Wi-Fi Connectivity
Laundry Service
Rain Water Harvesting
Club House
Swimming Pool
Gymnasium
Reserved Parking
Water Storage
Vaastu Compliant
Air Conditioned
Visitor Parking
Intercom Facility
Maintenance Staff
Waste Disposal
Cycling & Jogging Track",,,,,,,,,,,1.0,,,,6.0
https://www.magicbricks.com/propertyDetails/3-BHK-2750-Sq-ft-Multistorey-Apartment-FOR-Sale-Defence-Colony-in-New-Delhi-r2&id=4d423534393336373637,3 See Dimensions,3.0,2.0,2150 sqft,21%,,,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 4 Floors),"2 Covered, 1 Open","₹ 6.0 Cr ₹ 41,99,965 Stamp Duty, Registration Charges ₹ 5,000 Monthly
See Other Charges",,"Power Back Up, Lift, Park, Reserved Parking, Security, Vaastu Compliant, Service/Goods Lift, Air Conditioned, RO Water System","New Delhi, Defence Colony, New Delhi - South, Delhi NCR",Near Defence colony Market,East,"Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,1,10 to 15 years,Unfurnished,Municipal Corporation of Delhi,,Freehold,,,,,Unfurnished,,,,1.0,,1.0,,1.0,,,,,3.0
https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-in-New-Delhi&id=4d423539393536393739,2 See Dimensions,,,500 sqft,23%,Partap Builders,Partap Floors,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),None,"₹ 23.0 Lac ₹ 1,61,000 Approx. Registration Charges
See Other Charges",,"Power Back Up, Lift, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Intercom Facility, RO Water System","Uttam Nagar, New Delhi, Uttam Nagar, New Delhi - West, Delhi NCR",Uttam Nagar East Metro station,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,"Normal Tiles/Kotah Stone, Vitrified",24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Developer,,Freehold,Brokers please do not contact,,"Power Back Up
Intercom Facility
Security
Vaastu Compliant",,,,,,,,,2.0,,1.0,1.0,,,9.0
https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vasant-Kunj-in-New-Delhi&id=4d423537393139373435,3 See Dimensions,3.0,4.0,265 sqft,86%,,,Ready to Move,"Resale
Free Legal Title Check",2 (Out of 3 Floors),None,"₹ 3.99 Cr ₹ 27,93,000 Approx. Registration Charges
See Other Charges",,"Power Back Up, Lift, Reserved Parking, Security, Private Terrace/Garden, Air Conditioned, Visitor Parking, Bar/Lounge, Piped Gas","C 5/5., Vasant Kunj, New Delhi - South, Delhi NCR","Indian Spinal Hospital
Promenade mall
DPS Vasant Kunj
Aero city
Fortis",,Garden/Park,Marble,,,,10 to 15 years,Unfurnished,,,Freehold,,,,,Unfurnished,,,,,,1.0,1.0,1.0,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Saket-in-New-Delhi&id=4d423537373337313135,2 See Dimensions,2.0,,600 sqft,33%,,,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 46.0 Lac ₹ 3,22,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Power Back Up, Lift, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, RO Water System, Piped Gas","Block C Freedom Fighter Enclave Saket New Delhi, Saket, New Delhi - South, Delhi NCR",Nearby Saket Metro Station,North,"Garden/Park, Main Road","Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,1,New Construction,Semi-Furnished,Developer,,Power Of Attorney,,,,,Semi-Furnished,,,,,910 sqft,,,,1.0,,,,2.0
https://www.magicbricks.com/propertyDetails/3-BHK-80-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-West-in-New-Delhi&id=4d423537383136353433,3 See Dimensions,2.0,,75 sqyrd,6%,,,Ready to Move,"New Property
Free Legal Title Check",1 (Out of 4 Floors),1 Covered,"₹ 33.0 Lac ₹ 2,31,000 Approx. Registration Charges
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Intercom Facility, Maintenance Staff, RO Water System, Piped Gas, Jogging and Strolling Track, Wrap Around Balcony","Uttam nagar west., Uttam Nagar West, New Delhi - West, Delhi NCR",Near metro station uttam nagar west.,West,"Garden/Park, Main Road","Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,1,New Construction,Furnished,Developer,,Freehold,Brokers please do not contact,,,,Furnished,,,,,150 sqyrd,,5.0,,1.0,,,,9.0
