Bedrooms,Car parking,Furnishing,Bathrooms,Floor,Status,Price Breakup,Location_Score,Total Floors
2,3,1,2,1,0,27,6.0,1
3,0,1,2,2,0,54,10.0,2
2,0,0,2,1,0,150,10.0,1
3,0,1,2,2,0,65,7.0,2
3,1,2,2,1,0,135,3.0,1
2,0,2,2,6,0,306,2.0,6
2,0,2,2,2,0,145,10.0,2
3,2,1,3,0,0,330,5.0,0
3,2,1,3,2,0,265,8.0,2
3,1,1,2,1,0,44,9.0,1
3,0,2,2,2,0,64,3.0,2
3,2,0,3,4,0,245,8.0,4
2,1,1,2,1,0,32,3.0,1
2,1,1,2,0,0,50,7.0,0
3,1,0,2,2,0,54,9.0,2
2,1,1,2,0,0,150,8.0,0
2,1,1,2,3,0,113,6.0,3
3,3,1,3,2,0,825,3.0,2
3,2,1,2,1,0,143,1.0,1
2,0,2,2,1,0,32,6.0,1
2,0,2,2,1,0,34,7.0,1
2,0,1,2,1,0,95,4.0,1
3,0,1,2,2,0,32,8.0,2
3,0,1,3,15,0,300,6.0,15
2,0,1,2,2,0,110,3.0,2
2,0,2,2,1,0,55,9.0,1
3,0,0,2,4,0,65,8.0,4
3,1,1,3,1,0,565,6.0,1
3,0,0,4,7,0,350,8.0,7
3,1,1,2,4,0,41,7.0,4
2,0,2,2,3,0,44,9.0,3
2,1,2,2,5,0,142,1.0,5
2,0,2,2,1,0,155,9.0,1
3,1,1,2,1,0,39,5.0,1
3,0,1,2,1,0,150,5.0,1
3,0,1,2,1,0,88,5.0,1
2,0,1,2,2,0,155,8.0,2
2,0,1,2,3,0,40,9.0,3
2,0,1,2,1,0,19,9.0,1
3,1,2,2,3,0,77,7.0,3
3,0,1,2,2,0,98,9.0,2
2,1,0,2,1,0,37,7.0,1
2,0,2,2,2,0,75,7.0,2
2,0,0,2,4,0,21,9.0,4
3,2,1,2,10,0,168,5.0,10
3,1,1,2,1,0,55,5.0,1
3,2,1,2,3,0,125,10.0,3
3,2,1,3,0,0,450,6.0,0
2,1,2,2,3,0,34,3.0,3
3,0,1,3,1,0,110,10.0,1
2,0,1,2,0,0,110,8.0,0
3,0,1,2,2,0,150,9.0,2
3,1,1,2,0,0,125,7.0,0
3,3,2,3,1,0,375,9.0,1
2,0,2,2,3,0,32,4.0,3
2,0,0,2,4,0,42,5.0,4
3,1,1,2,1,0,70,7.0,1
2,0,2,2,2,0,39,9.0,2
3,1,1,2,0,0,90,6.0,0
2,0,2,2,3,0,30,7.0,3
2,0,1,2,4,0,31,3.0,4
3,0,1,2,1,0,57,8.0,1
2,0,1,2,2,0,120,5.0,2
2,0,1,2,2,0,57,8.0,2
2,0,1,2,3,0,27,10.0,3
2,1,1,2,3,0,23,8.0,3
3,2,0,2,4,0,105,5.0,4
2,0,1,2,4,0,27,9.0,4
2,0,0,2,3,0,130,7.0,3
2,1,0,2,1,0,250,4.0,1
3,1,1,2,2,0,67,7.0,2
3,1,1,2,2,0,160,10.0,2
3,0,2,3,2,0,235,2.0,2
3,0,2,2,1,0,240,6.0,1
3,0,1,2,1,0,120,6.0,1
3,2,1,2,0,0,275,7.0,0
2,0,2,2,3,0,75,10.0,3
2,0,1,2,1,0,35,9.0,1
2,1,2,2,2,0,55,9.0,2
3,0,2,2,0,0,76,5.0,0
2,2,0,2,2,0,85,8.0,2
2,1,2,2,2,0,65,3.0,2
3,0,2,4,4,0,65,5.0,4
3,0,2,2,1,0,89,6.0,1
2,0,1,2,2,0,65,5.0,2
2,0,2,2,1,0,55,8.0,1
3,0,2,3,1,0,250,8.0,1
2,0,0,2,4,0,35,9.0,4
3,0,0,3,0,0,55,5.0,0
3,0,1,2,3,0,40,9.0,3
2,0,0,2,3,0,26,3.0,3
3,1,1,2,1,0,70,10.0,1
3,1,1,3,3,0,110,5.0,3
3,0,1,3,1,0,44,6.0,1
2,0,2,2,2,0,85,7.0,2
3,22,1,3,2,0,111,5.0,2
3,0,2,2,3,0,180,7.0,3
3,1,2,3,3,0,175,9.0,3
3,0,2,3,2,0,150,7.0,2
2,0,1,2,3,0,40,9.0,3
3,0,2,3,3,0,88,5.0,3
3,2,1,2,2,0,110,7.0,2
3,0,2,2,1,0,46,9.0,1
2,2,0,2,-1,0,56,9.0,-1
3,6,2,2,4,0,30,9.0,4
3,0,2,2,2,0,270,6.0,2
3,0,2,2,7,0,225,6.0,7
3,0,0,3,8,0,290,8.0,8
2,0,2,2,2,0,99,6.0,2
2,0,1,2,2,0,135,8.0,2
3,2,2,2,1,0,100,4.0,1
3,2,1,2,1,0,36,9.0,1
2,1,1,2,0,0,110,6.0,0
3,2,1,3,0,0,105,8.0,0
3,1,0,3,2,0,45,5.0,2
2,2,0,2,3,0,135,7.0,3
3,0,1,2,2,0,90,7.0,2
3,0,2,2,1,0,120,9.0,1
2,0,1,2,2,0,100,8.0,2
3,0,2,2,2,0,125,5.0,2
3,0,1,3,1,0,240,9.0,1
2,0,2,2,3,0,120,10.0,3
2,0,1,2,2,0,30,6.0,2
3,1,0,3,1,0,300,9.0,1
2,1,0,2,2,0,204,8.0,2
2,1,1,2,0,0,80,6.0,0
2,1,1,2,2,0,70,3.0,2
2,0,2,2,3,0,82,8.0,3
3,1,1,2,1,0,105,6.0,1
3,0,2,2,1,0,95,8.0,1
2,0,1,2,2,0,35,7.0,2
2,2,1,2,1,0,50,8.0,1
3,1,1,3,1,0,70,6.0,1
3,1,1,2,1,0,43,9.0,1
2,0,1,2,1,0,23,10.0,1
3,1,1,2,1,0,48,8.0,1
2,1,1,2,1,0,35,7.0,1
3,0,0,3,1,0,215,9.0,1
3,1,0,2,3,0,64,4.0,3
3,0,0,3,4,0,48,8.0,4
2,2,0,2,3,0,120,6.0,3
3,0,1,2,0,0,85,5.0,0
3,2,0,2,0,0,245,6.0,0
3,0,2,2,3,0,28,10.0,3
2,1,1,2,4,0,90,8.0,4
3,2,1,3,2,0,400,7.0,2
2,0,0,2,3,0,112,4.0,3
2,0,1,2,2,0,38,8.0,2
3,1,1,3,3,0,195,7.0,3
2,1,1,2,1,0,25,9.0,1
3,0,0,2,4,0,80,4.0,4
3,0,0,2,3,0,99,6.0,3
3,0,1,2,3,0,100,3.0,3
3,2,1,2,2,0,165,8.0,2
3,0,2,2,2,0,145,3.0,2
2,2,2,2,3,0,152,3.0,3
3,0,2,3,2,0,170,6.0,2
3,1,1,2,0,0,35,7.0,0
2,0,1,2,3,0,18,8.0,3
2,0,2,2,3,0,19,8.0,3
3,1,0,3,3,0,130,10.0,3
3,1,1,2,0,0,135,4.0,0
2,0,1,2,1,0,140,6.0,1
2,1,1,2,1,0,20,8.0,1
2,0,1,2,1,0,80,9.0,1
3,2,1,2,4,0,70,8.0,4
3,0,1,2,2,0,95,4.0,2
2,0,2,2,3,0,120,8.0,3
3,0,2,2,2,0,165,10.0,2
3,0,2,3,4,0,800,4.0,4
2,1,0,2,1,0,40,10.0,1
2,0,1,2,2,0,40,3.0,2
3,0,1,3,2,0,78,4.0,2
2,0,1,2,0,0,43,10.0,0
2,0,1,2,2,0,45,10.0,2
2,1,2,2,4,0,35,6.0,4
3,0,2,2,3,0,49,10.0,3
2,0,2,2,2,0,40,8.0,2
2,0,0,2,3,0,23,9.0,3
3,1,1,2,4,0,53,7.0,4
3,2,1,2,4,0,28,6.0,4
2,1,0,2,2,0,45,9.0,2
2,1,1,2,3,0,75,8.0,3
3,2,1,3,1,0,250,5.0,1
3,1,1,2,5,0,185,3.0,5
3,1,1,2,2,0,61,9.0,2
2,0,0,2,0,0,60,5.0,0
3,3,1,3,1,0,575,3.0,1
2,2,1,2,1,0,62,10.0,1
3,1,1,2,3,0,160,2.0,3
3,0,1,3,3,0,275,5.0,3
3,0,1,3,4,0,459,6.0,4
3,0,0,2,2,0,170,4.0,2
2,0,2,2,2,0,23,7.0,2
2,1,1,2,2,0,71,3.0,2
3,1,1,2,2,0,25,9.0,2
3,0,1,3,2,0,310,10.0,2
3,0,2,2,1,0,160,8.0,1
3,4,1,3,22,0,295,2.0,22
3,0,2,3,10,0,179,3.0,10
2,1,1,2,1,0,19,8.0,1
3,1,0,2,1,0,153,3.0,1
2,2,0,2,1,0,25,9.0,1
3,1,2,3,3,0,190,7.0,3
2,0,2,2,2,0,31,8.0,2
2,1,1,2,1,0,140,6.0,1
3,0,1,3,5,0,204,3.0,5
2,2,2,2,0,0,59,10.0,0
3,0,1,2,1,0,45,5.0,1
3,1,1,2,3,0,36,6.0,3
2,1,2,2,2,0,112,6.0,2
3,2,1,3,0,0,150,5.0,0
3,5,2,3,0,0,310,8.0,0
3,2,1,4,1,0,509,5.0,1
3,0,0,3,1,0,254,8.0,1
3,4,1,3,1,0,415,8.0,1
2,0,1,2,2,0,125,5.0,2
3,2,1,4,1,0,350,2.0,1
3,4,2,3,3,0,375,6.0,3
2,1,1,2,1,0,63,7.0,1
2,0,1,2,2,0,140,8.0,2
3,0,2,3,1,0,240,8.0,1
3,2,0,3,5,0,229,5.0,5
2,1,1,2,1,0,50,4.0,1
3,2,1,2,1,0,200,7.0,1
2,0,1,2,2,0,32,5.0,2
3,2,1,3,1,0,140,8.0,1
3,0,2,4,0,0,1300,7.0,0
2,2,2,2,1,0,170,5.0,1
2,0,2,2,0,0,70,6.0,0
2,1,1,2,2,0,165,7.0,2
3,3,2,3,0,0,235,5.0,0
2,1,0,2,1,0,33,9.0,1
3,0,2,2,1,0,71,10.0,1
2,1,1,2,2,0,50,7.0,2
3,2,2,3,4,0,158,2.0,4
3,0,1,4,2,0,770,3.0,2
3,2,1,3,7,0,200,4.0,7
3,2,1,2,1,0,125,8.0,1
3,1,2,2,3,0,220,8.0,3
3,0,2,3,2,0,225,5.0,2
3,1,1,3,0,0,160,8.0,0
2,0,1,2,1,0,35,7.0,1
2,0,1,2,1,0,100,5.0,1
3,0,1,3,0,0,295,6.0,0
2,0,2,2,2,0,61,3.0,2
3,0,1,3,5,0,700,5.0,5
3,0,2,3,1,0,550,9.0,1
3,3,2,4,0,0,750,6.0,0
3,3,2,3,1,0,345,6.0,1
3,2,1,3,0,0,250,8.0,0
2,1,1,2,3,0,26,10.0,3
2,1,1,2,3,0,72,4.0,3
3,0,1,4,3,0,850,3.0,3
3,0,2,3,3,0,225,4.0,3
3,0,2,2,1,0,120,6.0,1
2,1,0,2,1,0,35,9.0,1
3,3,1,3,2,0,450,5.0,2
3,0,1,3,1,0,350,3.0,1
2,1,1,2,1,0,95,7.0,4
3,0,2,3,2,0,254,5.0,2
3,3,1,3,15,0,475,2.0,15
3,0,2,2,2,0,48,9.0,2
3,2,1,3,2,0,650,8.0,2
2,1,2,2,2,0,39,6.0,2
3,0,1,2,1,0,57,8.0,1
3,1,0,3,1,0,800,10.0,1
3,0,1,3,2,0,135,8.0,2
2,0,2,2,3,0,185,6.0,3
3,2,1,3,0,0,310,7.0,0
3,0,2,3,0,0,290,5.0,0
2,1,2,2,1,0,85,5.0,1
3,1,0,2,4,0,88,7.0,4
2,0,2,2,0,0,100,4.0,0
3,0,2,3,1,0,300,10.0,1
3,0,0,2,4,0,149,4.0,4
3,0,1,3,19,0,465,6.0,19
3,2,2,3,3,0,75,2.0,3
3,0,2,3,2,0,250,10.0,2
3,1,1,3,3,0,245,4.0,3
3,0,1,2,1,0,55,5.0,1
3,2,1,3,1,0,400,5.0,1
3,0,1,3,2,0,180,5.0,2
3,0,1,3,1,0,150,9.0,1
3,1,2,3,1,0,290,9.0,4
3,0,2,3,1,0,475,3.0,1
3,3,1,2,2,0,225,7.0,2
3,2,1,2,0,0,120,7.0,0
2,1,1,2,0,0,77,10.0,0
3,0,2,3,11,0,600,2.0,11
3,2,2,3,2,0,110,6.0,2
3,1,2,3,1,0,280,9.0,1
3,0,1,2,2,0,45,5.0,2
2,0,1,2,1,0,31,6.0,1
2,0,2,2,0,0,114,9.0,0
3,3,1,3,1,0,85,5.0,1
2,1,1,2,2,0,84,5.0,2
3,0,2,3,1,0,150,10.0,1
3,0,2,2,4,0,210,6.0,4
2,1,2,2,1,0,90,8.0,1
3,2,2,4,3,0,778,8.0,3
3,2,1,3,3,0,475,5.0,3
2,1,0,2,2,0,100,10.0,2
2,2,1,2,0,0,110,5.0,0
3,5,1,4,3,0,520,3.0,3
3,2,2,2,3,0,235,3.0,3
2,0,2,2,1,0,145,6.0,1
2,0,1,2,1,0,100,4.0,1
3,0,0,3,3,0,190,7.0,3
2,3,2,2,1,0,165,5.0,1
2,1,0,2,3,0,135,4.0,3
3,3,1,4,1,0,700,3.0,1
3,1,2,3,2,0,150,4.0,2
3,2,2,2,2,0,220,5.0,2
3,1,2,2,1,0,130,9.0,1
3,0,0,3,3,0,40,1.0,3
2,2,1,2,3,0,125,7.0,3
2,132,2,2,4,0,135,6.0,4
2,2,1,2,3,0,120,5.0,3
2,0,1,2,1,0,38,8.0,1
3,0,1,2,2,0,40,3.0,2
3,1,0,2,1,0,56,5.0,1
3,1,1,2,2,0,52,10.0,2
3,1,1,3,1,0,150,5.0,1
3,2,2,3,2,0,280,9.0,2
3,2,0,2,3,0,280,4.0,3
3,0,1,2,2,0,140,6.0,2
2,0,0,2,0,0,160,5.0,0
3,0,2,2,1,0,190,3.0,1
3,0,1,3,4,0,110,9.0,4
2,0,1,2,3,0,28,9.0,3
3,0,1,3,1,0,254,8.0,1
3,0,2,3,2,0,300,2.0,2
3,2,2,2,3,0,250,6.0,3
2,2,1,2,0,0,165,5.0,0
3,1,2,3,2,0,145,8.0,2
2,0,1,2,2,0,20,7.0,2
2,0,1,2,0,0,120,7.0,0
2,0,1,2,2,0,78,5.0,2
2,1,2,2,0,0,38,8.0,0
3,0,1,2,1,0,280,8.0,1
3,0,1,3,2,0,215,9.0,2
3,0,1,3,1,0,200,5.0,1
2,0,2,2,3,0,85,4.0,3
2,0,0,2,0,0,80,5.0,0
2,0,1,2,2,0,46,6.0,2
2,0,2,2,2,0,105,8.0,2
2,2,2,2,5,0,323,6.0,5
3,0,2,3,2,0,110,5.0,2
3,0,1,3,1,0,240,8.0,1
2,1,1,2,0,0,150,2.0,0
3,0,2,2,3,0,42,4.0,3
2,0,1,2,0,0,149,8.0,0
3,0,1,4,0,0,600,9.0,0
3,2,1,4,2,0,260,9.0,2
2,2,0,2,9,0,650,3.0,9
3,2,1,3,0,0,240,6.0,0
3,1,1,2,3,0,114,6.0,3
3,2,1,3,5,0,125,9.0,5
3,2,1,2,3,0,65,2.0,3
3,2,2,3,1,0,450,4.0,1
3,0,1,3,2,0,325,9.0,2
2,2,1,2,2,0,146,6.0,2
3,4,1,3,3,0,521,9.0,3
3,0,1,2,3,0,67,6.0,3
3,0,2,3,3,0,155,6.0,3
3,0,1,3,1,0,135,8.0,1
3,0,2,2,2,0,145,7.0,2
3,0,2,2,1,0,55,10.0,1
2,2,1,2,1,0,100,7.0,1
3,3,1,2,1,0,75,7.0,1
3,1,1,2,4,0,225,6.0,4
3,2,1,3,2,0,575,10.0,2
3,0,2,3,0,0,400,5.0,0
3,0,1,3,1,0,450,8.0,1
2,0,1,2,2,0,38,9.0,2
2,1,1,2,1,0,114,10.0,1
2,1,1,2,0,0,23,6.0,0
2,1,1,2,3,0,130,8.0,3
3,1,1,3,1,0,300,5.0,1
3,0,2,3,1,0,380,3.0,1
3,1,1,2,2,0,150,3.0,2
3,0,1,3,1,0,280,4.0,1
2,1,1,2,2,0,100,10.0,2
3,0,2,3,9,0,231,2.0,9
3,0,2,2,-1,0,27,10.0,-1
3,0,1,3,1,0,210,2.0,1
2,0,2,2,1,0,28,10.0,1
3,1,1,3,8,0,300,4.0,8
3,0,2,3,2,0,215,6.0,2
3,1,1,2,3,0,150,4.0,3
2,0,2,2,4,0,22,9.0,4
2,0,2,2,3,0,80,7.0,3
3,0,1,3,3,0,59,9.0,3
3,0,2,2,0,0,98,5.0,0
3,1,1,2,1,0,48,6.0,1
2,0,1,2,3,0,36,10.0,3
3,1,2,2,3,0,150,6.0,3
2,1,2,2,0,0,120,8.0,0
3,0,1,2,2,0,75,5.0,2
3,0,2,2,3,0,97,10.0,3
3,0,2,2,1,0,155,8.0,1
3,0,1,2,0,0,101,9.0,0
2,0,2,2,1,0,73,9.0,1
2,0,2,2,0,0,120,7.0,0
3,0,1,3,1,0,315,6.0,1
2,1,1,2,2,0,96,9.0,2
2,0,2,2,1,0,110,7.0,1
3,2,2,3,0,0,300,6.0,0
3,0,2,3,2,0,310,9.0,2
3,0,1,2,3,0,170,5.0,3
2,2,2,2,3,0,158,5.0,3
3,0,2,2,2,0,165,5.0,2
3,0,2,3,0,0,240,8.0,0
3,0,2,2,1,0,254,4.0,1
2,0,1,2,1,0,28,8.0,1
3,2,2,3,0,0,175,3.0,0
3,0,1,2,4,0,42,7.0,4
2,0,2,2,1,0,125,9.0,1
3,2,1,3,3,0,225,6.0,3
3,0,1,2,2,0,140,7.0,2
2,0,1,2,1,0,119,8.0,1
3,1,1,2,2,0,140,8.0,2
3,2,1,2,1,0,71,9.0,1
3,2,1,2,1,0,135,3.0,1
2,1,0,3,1,0,90,10.0,1
2,1,1,2,3,0,90,6.0,3
3,1,1,3,0,0,600,10.0,0
2,0,2,2,1,0,102,9.0,1
2,0,1,2,4,0,26,9.0,4
3,0,1,3,2,0,120,7.0,2
3,3,2,3,2,0,409,9.0,2
3,0,1,2,1,0,40,9.0,1
3,2,2,2,0,0,275,1.0,0
3,2,1,3,3,0,135,9.0,3
3,0,1,2,0,0,70,9.0,0
3,0,1,2,1,0,250,6.0,1
3,0,2,2,1,0,35,5.0,1
3,0,1,3,1,0,425,9.0,1
3,1,1,2,1,0,60,9.0,1
3,0,0,2,7,0,195,1.0,7
3,1,1,3,3,0,240,6.0,3
2,1,2,2,1,0,110,8.0,1
2,2,0,2,1,0,155,10.0,1
2,1,1,2,4,0,23,8.0,4
3,0,1,3,3,0,140,3.0,3
3,0,2,3,1,0,167,5.0,1
3,0,0,3,3,0,114,9.0,3
3,0,1,3,4,0,250,5.0,4
3,0,2,4,1,0,350,1.0,1
3,4,2,3,0,0,250,6.0,0
2,1,1,2,1,0,39,9.0,1
2,0,1,2,2,0,95,9.0,2
3,1,1,2,3,0,175,4.0,3
2,1,2,2,3,0,35,8.0,3
3,0,1,3,3,0,140,5.0,3
2,0,2,2,3,0,22,7.0,3
2,1,1,2,0,0,130,7.0,0
3,0,1,2,1,0,135,7.0,1
3,1,1,2,2,0,145,6.0,2
3,1,1,3,3,0,98,10.0,3
2,1,1,2,3,0,120,7.0,3
3,3,1,2,2,0,125,8.0,2
3,0,2,3,12,0,580,5.0,12
3,0,2,2,1,0,35,9.0,1
2,0,1,2,1,0,26,9.0,1
3,0,2,2,3,0,75,5.0,3
2,1,2,2,8,0,200,4.0,8
3,0,1,3,20,0,215,2.0,20
2,0,1,3,2,0,70,5.0,2
2,1,1,2,2,0,45,9.0,2
3,0,1,3,2,0,70,4.0,2
3,2,2,3,2,0,129,8.0,2
3,0,2,3,2,0,280,6.0,2
3,1,1,2,1,0,60,4.0,1
2,0,2,2,2,0,65,4.0,2
2,0,1,2,0,0,130,8.0,0
3,0,1,3,1,0,409,3.0,1
3,2,2,3,1,0,425,9.0,1
3,1,1,2,3,0,125,7.0,3
2,0,1,2,2,0,60,5.0,2
3,1,0,2,6,0,210,6.0,6
2,0,1,2,2,0,45,7.0,2
3,1,0,2,1,0,225,7.0,1
2,0,1,2,3,0,80,9.0,3
3,0,0,3,0,0,110,5.0,0
2,0,1,2,3,0,26,7.0,3
2,0,1,2,1,0,107,8.0,1
3,0,1,4,1,0,400,2.0,1
3,0,2,3,4,0,85,5.0,4
