Bedrooms,Car parking,Furnishing,Bathrooms,Floor,Status,Price Breakup,Location_Score,Total Floors
3,1,Semi-Furnished,3,4,Ready to Move,87,10.0,4
3,0,Unfurnished,2,7,Ready to Move,175,3.0,7
3,2,Unfurnished,2,4,Ready to Move,158,4.0,4
3,2,Semi-Furnished,3,1,Ready to Move,87,7.0,1
2,2,Semi-Furnished,2,1,Ready to Move,113,6.0,1
3,3,Unfurnished,2,0,Ready to Move,107,5.0,0
3,1,Semi-Furnished,3,3,Ready to Move,140,3.0,3
2,2,Furnished,2,1,Ready to Move,34,6.0,1
3,1,Furnished,3,4,Ready to Move,149,2.0,4
3,0,Semi-Furnished,2,2,Ready to Move,65,8.0,2
3,2,Unfurnished,3,1,Ready to Move,350,6.0,1
3,1,Semi-Furnished,3,5,Ready to Move,154,3.0,5
2,2,Semi-Furnished,2,2,Ready to Move,125,9.0,2
3,2,Semi-Furnished,2,7,Ready to Move,178,9.0,7
3,2,Semi-Furnished,2,1,Ready to Move,140,4.0,1
3,1,Unfurnished,3,20,Ready to Move,229,6.0,20
3,0,Semi-Furnished,2,2,Ready to Move,75,2.0,2
3,2,Semi-Furnished,3,6,Ready to Move,235,1.0,6
2,2,Semi-Furnished,2,9,Ready to Move,131,5.0,9
3,0,Furnished,3,5,Ready to Move,184,9.0,5
3,1,Semi-Furnished,2,0,Ready to Move,68,10.0,0
2,1,Semi-Furnished,2,4,Ready to Move,65,7.0,4
3,0,Semi-Furnished,2,2,Ready to Move,170,9.0,2
2,3,Semi-Furnished,2,4,Ready to Move,129,5.0,4
3,0,Semi-Furnished,2,1,Ready to Move,218,10.0,1
3,1,Semi-Furnished,2,1,Ready to Move,65,8.0,1
3,2,Semi-Furnished,3,3,Ready to Move,155,3.0,3
2,1,Semi-Furnished,2,1,Ready to Move,27,7.0,1
3,3,Semi-Furnished,3,3,Ready to Move,420,9.0,3
2,1,Semi-Furnished,2,4,Ready to Move,20,6.0,4
2,1,Semi-Furnished,2,3,Ready to Move,120,8.0,3
3,1,Semi-Furnished,3,3,Ready to Move,125,8.0,3
2,0,Semi-Furnished,2,1,Ready to Move,22,9.0,1
3,1,Semi-Furnished,3,2,Ready to Move,70,10.0,2
3,0,Unfurnished,2,2,Ready to Move,175,3.0,2
2,1,Semi-Furnished,2,3,Ready to Move,180,6.0,3
2,0,Semi-Furnished,2,1,Ready to Move,38,4.0,1
3,2,Unfurnished,4,0,Ready to Move,1150,10.0,0
3,1,Semi-Furnished,3,2,Ready to Move,75,9.0,2
3,0,Unfurnished,3,1,Ready to Move,92,6.0,1
2,1,Semi-Furnished,2,3,Ready to Move,86,7.0,3
3,0,Unfurnished,2,4,Ready to Move,71,7.0,4
3,0,Semi-Furnished,2,1,Ready to Move,109,9.0,1
3,0,Semi-Furnished,3,2,Ready to Move,138,6.0,2
3,0,Semi-Furnished,4,4,Ready to Move,350,3.0,4
3,2,Semi-Furnished,3,2,Ready to Move,420,4.0,2
3,2,Semi-Furnished,2,2,Ready to Move,70,6.0,2
3,1,Semi-Furnished,3,3,Ready to Move,104,6.0,3
3,0,Unfurnished,4,2,Ready to Move,550,5.0,2
2,0,Semi-Furnished,2,0,Ready to Move,125,9.0,0
2,0,Semi-Furnished,2,2,Ready to Move,20,9.0,2
2,0,Unfurnished,2,2,Ready to Move,275,10.0,2
2,1,Furnished,2,2,Ready to Move,85,7.0,2
2,1,Semi-Furnished,2,1,Ready to Move,190,9.0,1
2,0,Unfurnished,2,1,Ready to Move,170,7.0,1
2,1,Unfurnished,2,1,Ready to Move,23,9.0,1
2,1,Furnished,2,1,Ready to Move,34,6.0,1
2,1,Semi-Furnished,2,3,Ready to Move,70,6.0,3
3,0,Unfurnished,2,1,Ready to Move,47,8.0,1
2,0,Semi-Furnished,2,0,Ready to Move,55,10.0,0
2,2,Semi-Furnished,2,2,Ready to Move,26,4.0,2
3,1,Semi-Furnished,2,1,Ready to Move,52,9.0,1
3,1,Semi-Furnished,2,3,Ready to Move,45,9.0,3
2,1,Semi-Furnished,2,1,Ready to Move,36,9.0,1
2,0,Semi-Furnished,2,1,Ready to Move,67,5.0,1
3,1,Unfurnished,2,3,Ready to Move,32,5.0,3
3,1,Furnished,2,0,Ready to Move,170,7.0,0
2,1,Semi-Furnished,2,1,Ready to Move,35,9.0,1
3,2,Semi-Furnished,2,1,Ready to Move,135,3.0,1
3,0,Semi-Furnished,2,3,Ready to Move,43,6.0,3
2,0,Semi-Furnished,2,2,Ready to Move,45,7.0,2
3,0,Semi-Furnished,3,3,Ready to Move,190,5.0,3
2,0,Semi-Furnished,2,1,Ready to Move,81,6.0,1
3,2,Semi-Furnished,3,0,Ready to Move,178,7.0,0
3,1,Semi-Furnished,2,1,Ready to Move,42,9.0,1
3,2,Unfurnished,2,2,Ready to Move,108,6.0,2
3,0,Semi-Furnished,3,1,Ready to Move,195,7.0,1
3,1,Furnished,2,1,Ready to Move,40,6.0,1
3,0,Unfurnished,2,1,Ready to Move,135,8.0,4
2,0,Furnished,2,1,Ready to Move,85,7.0,1
3,0,Unfurnished,3,3,Ready to Move,425,4.0,3
3,2,Unfurnished,3,1,Ready to Move,400,9.0,1
2,0,Unfurnished,2,1,Ready to Move,28,6.0,1
3,5,Semi-Furnished,2,2,Ready to Move,58,2.0,2
3,0,Semi-Furnished,2,0,Ready to Move,70,7.0,0
3,0,Furnished,3,1,Ready to Move,78,9.0,1
2,0,Furnished,2,4,Ready to Move,27,6.0,4
2,0,Furnished,2,3,Ready to Move,90,6.0,3
3,1,Semi-Furnished,2,3,Ready to Move,35,9.0,3
2,0,Semi-Furnished,2,1,Ready to Move,35,10.0,1
3,4,Semi-Furnished,3,3,Ready to Move,750,6.0,3
3,0,Semi-Furnished,3,1,Ready to Move,31,10.0,1
2,0,Unfurnished,2,9,Ready to Move,36,5.0,9
2,1,Semi-Furnished,2,2,Ready to Move,73,7.0,2
2,0,Semi-Furnished,2,3,Ready to Move,29,5.0,3
2,0,Semi-Furnished,2,1,Ready to Move,114,6.0,1
2,1,Unfurnished,2,3,Ready to Move,44,3.0,3
3,0,Semi-Furnished,3,1,Ready to Move,275,5.0,1
2,1,Semi-Furnished,2,2,Ready to Move,95,8.0,2
3,1,Furnished,3,0,Ready to Move,185,4.0,0
3,0,Unfurnished,4,3,Ready to Move,450,7.0,3
3,0,Semi-Furnished,2,1,Ready to Move,100,9.0,1
2,0,Unfurnished,2,3,Ready to Move,55,8.0,3
2,0,Unfurnished,2,0,Ready to Move,125,6.0,0
3,0,Unfurnished,4,0,Ready to Move,225,6.0,0
2,0,Furnished,2,1,Ready to Move,26,9.0,1
2,1,Semi-Furnished,2,2,Ready to Move,40,9.0,2
3,1,Unfurnished,3,1,Ready to Move,130,3.0,1
2,1,Semi-Furnished,2,3,Ready to Move,22,10.0,3
3,1,Furnished,2,1,Ready to Move,79,5.0,1
3,2,Semi-Furnished,2,1,Ready to Move,75,7.0,1
3,0,Semi-Furnished,2,4,Ready to Move,80,7.0,4
3,0,Furnished,2,1,Ready to Move,175,4.0,1
2,1,Semi-Furnished,2,0,Ready to Move,40,8.0,0
2,0,Semi-Furnished,2,1,Ready to Move,52,7.0,1
3,1,Semi-Furnished,3,0,Ready to Move,450,10.0,0
3,2,Furnished,2,7,Ready to Move,192,3.0,7
3,0,Semi-Furnished,3,2,Ready to Move,220,5.0,2
2,0,Unfurnished,2,3,Ready to Move,100,4.0,3
2,1,Semi-Furnished,2,0,Ready to Move,65,6.0,0
3,1,Unfurnished,2,8,Ready to Move,300,7.0,8
3,3,Semi-Furnished,3,0,Ready to Move,400,6.0,0
2,0,Unfurnished,2,1,Under Construction,469,5.0,4
3,0,Furnished,2,1,Ready to Move,50,6.0,4
2,1,Semi-Furnished,2,1,Ready to Move,45,4.0,4
2,1,Semi-Furnished,2,1,Ready to Move,29,6.0,4
3,2,Semi-Furnished,3,1,Ready to Move,310,9.0,4
2,2,Furnished,2,15,Ready to Move,190,2.0,15
3,1,Semi-Furnished,2,3,Under Construction,100,7.0,3
2,1,Semi-Furnished,2,1,Ready to Move,23,9.0,1
3,1,Semi-Furnished,3,1,Ready to Move,325,9.0,1
3,2,Semi-Furnished,2,2,Ready to Move,160,5.0,2
2,1,Semi-Furnished,2,4,Ready to Move,72,7.0,4
3,2,Semi-Furnished,2,1,Ready to Move,77,7.0,1
3,3,Semi-Furnished,3,1,Ready to Move,385,9.0,1
3,2,Semi-Furnished,3,10,Ready to Move,450,6.0,10
3,0,Unfurnished,2,2,Ready to Move,56,2.0,2
2,0,Furnished,2,3,Ready to Move,425,6.0,3
3,2,Semi-Furnished,3,3,Ready to Move,575,8.0,3
2,1,Semi-Furnished,2,1,Ready to Move,38,9.0,1
3,2,Semi-Furnished,3,1,Ready to Move,100,10.0,1
2,1,Furnished,2,1,Ready to Move,22,10.0,1
2,1,Semi-Furnished,2,1,Ready to Move,32,5.0,1
3,1,Semi-Furnished,2,1,Ready to Move,51,9.0,1
2,1,Semi-Furnished,2,3,Ready to Move,52,7.0,3
2,1,Semi-Furnished,2,1,Ready to Move,35,7.0,1
3,2,Semi-Furnished,2,22,Ready to Move,220,2.0,22
3,2,Semi-Furnished,2,5,Ready to Move,185,9.0,5
3,2,Semi-Furnished,2,5,Ready to Move,184,9.0,5
3,2,Unfurnished,2,8,Ready to Move,180,6.0,8
3,0,Semi-Furnished,3,1,Ready to Move,36,9.0,1
3,2,Semi-Furnished,3,3,Ready to Move,200,2.0,3
3,0,Semi-Furnished,3,10,Ready to Move,280,6.0,10
2,1,Semi-Furnished,2,1,Ready to Move,135,3.0,1
3,2,Semi-Furnished,2,2,Ready to Move,176,2.0,2
3,1,Semi-Furnished,2,0,Ready to Move,75,4.0,0
2,0,Semi-Furnished,2,3,Ready to Move,47,8.0,3
2,2,Semi-Furnished,2,3,Ready to Move,160,5.0,3
3,2,Semi-Furnished,3,3,Ready to Move,93,7.0,3
3,3,Semi-Furnished,3,4,Ready to Move,556,6.0,4
3,0,Semi-Furnished,3,1,Ready to Move,409,9.0,1
2,2,Unfurnished,2,5,Ready to Move,299,6.0,5
2,2,Semi-Furnished,2,2,Ready to Move,138,9.0,2
2,2,Semi-Furnished,2,0,Ready to Move,128,6.0,0
3,0,Unfurnished,3,1,Ready to Move,75,5.0,1
3,2,Semi-Furnished,3,2,Ready to Move,140,4.0,2
2,1,Semi-Furnished,2,2,Ready to Move,60,7.0,2
3,1,Unfurnished,2,1,Ready to Move,75,4.0,4
2,1,Unfurnished,2,2,Ready to Move,135,8.0,2
3,2,Semi-Furnished,2,0,Ready to Move,183,3.0,0
2,1,Semi-Furnished,2,1,Ready to Move,28,10.0,1
3,3,Semi-Furnished,3,0,Ready to Move,500,8.0,0
2,0,Semi-Furnished,2,1,Ready to Move,30,9.0,1
3,2,Semi-Furnished,3,0,Ready to Move,434,7.0,0
3,1,Unfurnished,3,9,Ready to Move,165,6.0,9
3,1,Unfurnished,2,1,Ready to Move,75,6.0,1
3,2,Semi-Furnished,2,3,Ready to Move,88,7.0,3
3,2,Semi-Furnished,3,1,Ready to Move,250,4.0,1
3,1,Semi-Furnished,2,3,Ready to Move,60,8.0,3
3,5,Semi-Furnished,4,3,Ready to Move,520,4.0,3
3,0,Semi-Furnished,3,2,Ready to Move,275,10.0,2
3,3,Semi-Furnished,3,2,Ready to Move,415,7.0,2
2,1,Unfurnished,2,3,Ready to Move,299,2.0,3
2,0,Semi-Furnished,2,1,Ready to Move,22,7.0,1
3,2,Semi-Furnished,3,2,Ready to Move,112,7.0,2
3,0,Unfurnished,2,3,Ready to Move,85,5.0,3
3,1,Semi-Furnished,3,4,Ready to Move,229,8.0,4
3,2,Semi-Furnished,3,4,Ready to Move,178,7.0,4
2,0,Semi-Furnished,2,1,Ready to Move,25,9.0,1
2,1,Unfurnished,2,13,Ready to Move,275,5.0,13
3,2,Semi-Furnished,2,0,Ready to Move,178,4.0,0
3,2,Semi-Furnished,2,1,Ready to Move,141,4.0,1
3,0,Semi-Furnished,2,2,Ready to Move,50,3.0,2
3,2,Semi-Furnished,2,3,Ready to Move,85,7.0,3
3,0,Semi-Furnished,2,2,Ready to Move,60,6.0,2
3,2,Unfurnished,3,2,Ready to Move,325,9.0,2
3,2,Semi-Furnished,3,2,Ready to Move,475,8.0,2
3,2,Semi-Furnished,2,6,Ready to Move,167,3.0,6
3,2,Semi-Furnished,3,2,Ready to Move,181,7.0,2
3,0,Unfurnished,3,5,Ready to Move,182,7.0,5
3,2,Furnished,3,3,Ready to Move,138,3.0,3
3,2,Semi-Furnished,2,8,Ready to Move,164,5.0,8
3,1,Semi-Furnished,2,2,Ready to Move,48,6.0,2
2,0,Semi-Furnished,2,3,Ready to Move,38,4.0,3
3,2,Semi-Furnished,2,1,Ready to Move,169,7.0,1
3,0,Unfurnished,2,2,Ready to Move,60,6.0,2
2,1,Semi-Furnished,2,1,Ready to Move,24,9.0,1
3,0,Semi-Furnished,2,3,Ready to Move,71,6.0,3
3,2,Furnished,3,9,Ready to Move,160,6.0,9
3,2,Semi-Furnished,3,2,Ready to Move,208,6.0,2
3,0,Semi-Furnished,3,2,Ready to Move,238,8.0,2
2,2,Semi-Furnished,2,4,Ready to Move,29,7.0,4
3,2,Semi-Furnished,3,6,Ready to Move,225,3.0,6
3,0,Unfurnished,2,3,Ready to Move,225,5.0,3
3,2,Semi-Furnished,2,4,Ready to Move,195,3.0,4
2,1,Semi-Furnished,2,3,Ready to Move,33,10.0,3
3,0,Semi-Furnished,2,1,Ready to Move,168,7.0,1
2,1,Semi-Furnished,2,2,Ready to Move,26,9.0,2
3,0,Semi-Furnished,3,1,Ready to Move,210,5.0,1
3,5,Unfurnished,5,2,Ready to Move,305,8.0,2
3,1,Semi-Furnished,2,2,Ready to Move,67,9.0,2
2,0,Unfurnished,2,2,Ready to Move,55,5.0,2
2,1,Semi-Furnished,2,2,Ready to Move,35,7.0,2
3,1,Unfurnished,2,4,Ready to Move,62,4.0,4
2,1,Semi-Furnished,2,2,Ready to Move,48,7.0,2
3,5,Semi-Furnished,3,2,Ready to Move,270,5.0,2
2,1,Semi-Furnished,2,1,Ready to Move,31,7.0,1
3,0,Semi-Furnished,2,2,Ready to Move,125,4.0,2
3,4,Furnished,3,1,Ready to Move,165,4.0,1
3,0,Unfurnished,3,0,Ready to Move,280,5.0,0
3,3,Semi-Furnished,3,1,Ready to Move,450,2.0,1
2,2,Semi-Furnished,2,1,Ready to Move,35,10.0,1
3,2,Semi-Furnished,3,2,Ready to Move,525,3.0,2
3,0,Unfurnished,3,2,Ready to Move,151,8.0,2
3,0,Semi-Furnished,2,3,Ready to Move,55,4.0,3
3,0,Unfurnished,3,3,Ready to Move,73,6.0,3
2,1,Unfurnished,2,1,Ready to Move,22,5.0,1
2,0,Semi-Furnished,2,2,Ready to Move,21,8.0,2
2,1,Semi-Furnished,2,3,Ready to Move,29,6.0,3
2,5,Semi-Furnished,2,0,Ready to Move,22,7.0,0
2,0,Semi-Furnished,2,4,Ready to Move,110,10.0,4
3,0,Semi-Furnished,2,4,Ready to Move,39,9.0,4
3,2,Unfurnished,3,1,Ready to Move,450,7.0,1
3,2,Semi-Furnished,2,0,Ready to Move,200,6.0,0
2,1,Semi-Furnished,2,1,Ready to Move,100,10.0,1
3,1,Semi-Furnished,2,2,Ready to Move,20,5.0,2
2,1,Unfurnished,2,2,Ready to Move,135,6.0,2
3,0,Unfurnished,3,0,Ready to Move,300,6.0,0
3,1,Semi-Furnished,2,1,Ready to Move,58,7.0,1
2,2,Unfurnished,2,2,Ready to Move,114,6.0,2
2,3,Semi-Furnished,2,1,Ready to Move,27,6.0,1
3,0,Semi-Furnished,2,2,Ready to Move,54,10.0,2
2,0,Furnished,2,1,Ready to Move,150,10.0,1
3,0,Semi-Furnished,2,2,Ready to Move,65,7.0,2
3,1,Unfurnished,2,1,Ready to Move,135,3.0,1
2,0,Unfurnished,2,6,Ready to Move,306,2.0,6
2,0,Unfurnished,2,2,Ready to Move,145,10.0,2
3,2,Semi-Furnished,3,0,Ready to Move,330,5.0,0
3,2,Semi-Furnished,3,2,Ready to Move,265,8.0,2
3,1,Semi-Furnished,2,1,Ready to Move,44,9.0,1
3,0,Unfurnished,2,2,Ready to Move,64,3.0,2
3,2,Furnished,3,4,Ready to Move,245,8.0,4
2,1,Semi-Furnished,2,1,Ready to Move,32,3.0,1
2,1,Semi-Furnished,2,0,Ready to Move,50,7.0,0
3,1,Furnished,2,2,Ready to Move,54,9.0,2
2,1,Semi-Furnished,2,0,Ready to Move,150,8.0,0
2,1,Semi-Furnished,2,3,Ready to Move,113,6.0,3
3,3,Semi-Furnished,3,2,Ready to Move,825,3.0,2
3,2,Semi-Furnished,2,1,Ready to Move,143,1.0,1
2,0,Unfurnished,2,1,Ready to Move,32,6.0,1
2,0,Unfurnished,2,1,Ready to Move,34,7.0,1
2,0,Semi-Furnished,2,1,Ready to Move,95,4.0,1
3,0,Semi-Furnished,2,2,Ready to Move,32,8.0,2
3,0,Semi-Furnished,3,15,Ready to Move,300,6.0,15
2,0,Semi-Furnished,2,2,Ready to Move,110,3.0,2
2,0,Unfurnished,2,1,Ready to Move,55,9.0,1
3,0,Furnished,2,4,Ready to Move,65,8.0,4
3,1,Semi-Furnished,3,1,Ready to Move,565,6.0,1
3,0,Furnished,4,7,Ready to Move,350,8.0,7
3,1,Semi-Furnished,2,4,Ready to Move,41,7.0,4
2,0,Unfurnished,2,3,Ready to Move,44,9.0,3
2,1,Unfurnished,2,5,Ready to Move,142,1.0,5
2,0,Unfurnished,2,1,Ready to Move,155,9.0,1
3,1,Semi-Furnished,2,1,Ready to Move,39,5.0,1
3,0,Semi-Furnished,2,1,Ready to Move,150,5.0,1
3,0,Semi-Furnished,2,1,Ready to Move,88,5.0,1
2,0,Semi-Furnished,2,2,Ready to Move,155,8.0,2
2,0,Semi-Furnished,2,3,Ready to Move,40,9.0,3
2,0,Semi-Furnished,2,1,Ready to Move,19,9.0,1
3,1,Unfurnished,2,3,Ready to Move,77,7.0,3
3,0,Semi-Furnished,2,2,Ready to Move,98,9.0,2
2,1,Furnished,2,1,Ready to Move,37,7.0,1
2,0,Unfurnished,2,2,Ready to Move,75,7.0,2
2,0,Furnished,2,4,Ready to Move,21,9.0,4
3,2,Semi-Furnished,2,10,Ready to Move,168,5.0,10
3,1,Semi-Furnished,2,1,Ready to Move,55,5.0,1
3,2,Semi-Furnished,2,3,Ready to Move,125,10.0,3
3,2,Semi-Furnished,3,0,Ready to Move,450,6.0,0
2,1,Unfurnished,2,3,Ready to Move,34,3.0,3
3,0,Semi-Furnished,3,1,Ready to Move,110,10.0,1
2,0,Semi-Furnished,2,0,Ready to Move,110,8.0,0
3,0,Semi-Furnished,2,2,Ready to Move,150,9.0,2
3,1,Semi-Furnished,2,0,Ready to Move,125,7.0,0
3,3,Unfurnished,3,1,Ready to Move,375,9.0,1
2,0,Unfurnished,2,3,Ready to Move,32,4.0,3
2,0,Furnished,2,4,Ready to Move,42,5.0,4
3,1,Semi-Furnished,2,1,Ready to Move,70,7.0,1
2,0,Unfurnished,2,2,Ready to Move,39,9.0,2
3,1,Semi-Furnished,2,0,Ready to Move,90,6.0,0
2,0,Unfurnished,2,3,Ready to Move,30,7.0,3
2,0,Semi-Furnished,2,4,Ready to Move,31,3.0,4
3,0,Semi-Furnished,2,1,Ready to Move,57,8.0,1
2,0,Semi-Furnished,2,2,Ready to Move,120,5.0,2
2,0,Semi-Furnished,2,2,Ready to Move,57,8.0,2
2,0,Semi-Furnished,2,3,Ready to Move,27,10.0,3
2,1,Semi-Furnished,2,3,Ready to Move,23,8.0,3
3,2,Furnished,2,4,Ready to Move,105,5.0,4
2,0,Semi-Furnished,2,4,Ready to Move,27,9.0,4
2,0,Furnished,2,3,Ready to Move,130,7.0,3
2,1,Furnished,2,1,Ready to Move,250,4.0,1
3,1,Semi-Furnished,2,2,Ready to Move,67,7.0,2
3,1,Semi-Furnished,2,2,Ready to Move,160,10.0,2
3,0,Unfurnished,3,2,Ready to Move,235,2.0,2
3,0,Unfurnished,2,1,Ready to Move,240,6.0,1
3,0,Semi-Furnished,2,1,Ready to Move,120,6.0,1
3,2,Semi-Furnished,2,0,Ready to Move,275,7.0,0
2,0,Unfurnished,2,3,Ready to Move,75,10.0,3
2,0,Semi-Furnished,2,1,Ready to Move,35,9.0,1
2,1,Unfurnished,2,2,Ready to Move,55,9.0,2
3,0,Unfurnished,2,0,Ready to Move,76,5.0,0
2,2,Furnished,2,2,Ready to Move,85,8.0,2
2,1,Unfurnished,2,2,Ready to Move,65,3.0,2
3,0,Unfurnished,4,4,Ready to Move,65,5.0,4
3,0,Unfurnished,2,1,Ready to Move,89,6.0,1
2,0,Semi-Furnished,2,2,Ready to Move,65,5.0,2
2,0,Unfurnished,2,1,Ready to Move,55,8.0,1
3,0,Unfurnished,3,1,Ready to Move,250,8.0,1
2,0,Furnished,2,4,Ready to Move,35,9.0,4
3,0,Furnished,3,0,Ready to Move,55,5.0,0
3,0,Semi-Furnished,2,3,Ready to Move,40,9.0,3
2,0,Furnished,2,3,Ready to Move,26,3.0,3
3,1,Semi-Furnished,2,1,Ready to Move,70,10.0,1
3,1,Semi-Furnished,3,3,Ready to Move,110,5.0,3
3,0,Semi-Furnished,3,1,Ready to Move,44,6.0,1
2,0,Unfurnished,2,2,Ready to Move,85,7.0,2
3,22,Semi-Furnished,3,2,Ready to Move,111,5.0,2
3,0,Unfurnished,2,3,Ready to Move,180,7.0,3
3,1,Unfurnished,3,3,Ready to Move,175,9.0,3
3,0,Unfurnished,3,2,Ready to Move,150,7.0,2
2,0,Semi-Furnished,2,3,Ready to Move,40,9.0,3
3,0,Unfurnished,3,3,Ready to Move,88,5.0,3
3,2,Semi-Furnished,2,2,Ready to Move,110,7.0,2
3,0,Unfurnished,2,1,Ready to Move,46,9.0,1
2,2,Furnished,2,-1,Ready to Move,56,9.0,-1
3,6,Unfurnished,2,4,Ready to Move,30,9.0,4
3,0,Unfurnished,2,2,Ready to Move,270,6.0,2
3,0,Unfurnished,2,7,Ready to Move,225,6.0,7
3,0,Furnished,3,8,Ready to Move,290,8.0,8
2,0,Unfurnished,2,2,Ready to Move,99,6.0,2
2,0,Semi-Furnished,2,2,Ready to Move,135,8.0,2
3,2,Unfurnished,2,1,Ready to Move,100,4.0,1
3,2,Semi-Furnished,2,1,Ready to Move,36,9.0,1
2,1,Semi-Furnished,2,0,Ready to Move,110,6.0,0
3,2,Semi-Furnished,3,0,Ready to Move,105,8.0,0
3,1,Furnished,3,2,Ready to Move,45,5.0,2
2,2,Furnished,2,3,Ready to Move,135,7.0,3
3,0,Semi-Furnished,2,2,Ready to Move,90,7.0,2
3,0,Unfurnished,2,1,Ready to Move,120,9.0,1
2,0,Semi-Furnished,2,2,Ready to Move,100,8.0,2
3,0,Unfurnished,2,2,Ready to Move,125,5.0,2
3,0,Semi-Furnished,3,1,Ready to Move,240,9.0,1
2,0,Unfurnished,2,3,Ready to Move,120,10.0,3
2,0,Semi-Furnished,2,2,Ready to Move,30,6.0,2
3,1,Furnished,3,1,Ready to Move,300,9.0,1
2,1,Furnished,2,2,Ready to Move,204,8.0,2
2,1,Semi-Furnished,2,0,Ready to Move,80,6.0,0
2,1,Semi-Furnished,2,2,Ready to Move,70,3.0,2
2,0,Unfurnished,2,3,Ready to Move,82,8.0,3
3,1,Semi-Furnished,2,1,Ready to Move,105,6.0,1
3,0,Unfurnished,2,1,Ready to Move,95,8.0,1
2,0,Semi-Furnished,2,2,Ready to Move,35,7.0,2
2,2,Semi-Furnished,2,1,Ready to Move,50,8.0,1
3,1,Semi-Furnished,3,1,Ready to Move,70,6.0,1
3,1,Semi-Furnished,2,1,Ready to Move,43,9.0,1
2,0,Semi-Furnished,2,1,Ready to Move,23,10.0,1
3,1,Semi-Furnished,2,1,Ready to Move,48,8.0,1
2,1,Semi-Furnished,2,1,Ready to Move,35,7.0,1
3,0,Furnished,3,1,Ready to Move,215,9.0,1
3,1,Furnished,2,3,Ready to Move,64,4.0,3
3,0,Furnished,3,4,Ready to Move,48,8.0,4
2,2,Furnished,2,3,Ready to Move,120,6.0,3
3,0,Semi-Furnished,2,0,Ready to Move,85,5.0,0
3,2,Furnished,2,0,Ready to Move,245,6.0,0
3,0,Unfurnished,2,3,Ready to Move,28,10.0,3
2,1,Semi-Furnished,2,4,Ready to Move,90,8.0,4
3,2,Semi-Furnished,3,2,Ready to Move,400,7.0,2
2,0,Furnished,2,3,Ready to Move,112,4.0,3
2,0,Semi-Furnished,2,2,Ready to Move,38,8.0,2
3,1,Semi-Furnished,3,3,Ready to Move,195,7.0,3
2,1,Semi-Furnished,2,1,Ready to Move,25,9.0,1
3,0,Furnished,2,4,Ready to Move,80,4.0,4
3,0,Furnished,2,3,Ready to Move,99,6.0,3
3,0,Semi-Furnished,2,3,Ready to Move,100,3.0,3
3,2,Semi-Furnished,2,2,Ready to Move,165,8.0,2
3,0,Unfurnished,2,2,Ready to Move,145,3.0,2
2,2,Unfurnished,2,3,Ready to Move,152,3.0,3
3,0,Unfurnished,3,2,Ready to Move,170,6.0,2
3,1,Semi-Furnished,2,0,Ready to Move,35,7.0,0
2,0,Semi-Furnished,2,3,Ready to Move,18,8.0,3
2,0,Unfurnished,2,3,Ready to Move,19,8.0,3
3,1,Furnished,3,3,Ready to Move,130,10.0,3
3,1,Semi-Furnished,2,0,Ready to Move,135,4.0,0
2,0,Semi-Furnished,2,1,Ready to Move,140,6.0,1
2,1,Semi-Furnished,2,1,Ready to Move,20,8.0,1
2,0,Semi-Furnished,2,1,Ready to Move,80,9.0,1
3,2,Semi-Furnished,2,4,Ready to Move,70,8.0,4
3,0,Semi-Furnished,2,2,Ready to Move,95,4.0,2
2,0,Unfurnished,2,3,Ready to Move,120,8.0,3
3,0,Unfurnished,2,2,Ready to Move,165,10.0,2
3,0,Unfurnished,3,4,Ready to Move,800,4.0,4
2,1,Furnished,2,1,Ready to Move,40,10.0,1
2,0,Semi-Furnished,2,2,Ready to Move,40,3.0,2
3,0,Semi-Furnished,3,2,Ready to Move,78,4.0,2
2,0,Semi-Furnished,2,0,Ready to Move,43,10.0,0
2,0,Semi-Furnished,2,2,Ready to Move,45,10.0,2
2,1,Unfurnished,2,4,Ready to Move,35,6.0,4
3,0,Unfurnished,2,3,Ready to Move,49,10.0,3
2,0,Unfurnished,2,2,Ready to Move,40,8.0,2
2,0,Furnished,2,3,Ready to Move,23,9.0,3
3,1,Semi-Furnished,2,4,Ready to Move,53,7.0,4
3,2,Semi-Furnished,2,4,Ready to Move,28,6.0,4
2,1,Furnished,2,2,Ready to Move,45,9.0,2
2,1,Semi-Furnished,2,3,Ready to Move,75,8.0,3
3,2,Semi-Furnished,3,1,Ready to Move,250,5.0,1
3,1,Semi-Furnished,2,5,Ready to Move,185,3.0,5
3,1,Semi-Furnished,2,2,Ready to Move,61,9.0,2
2,0,Furnished,2,0,Ready to Move,60,5.0,0
3,3,Semi-Furnished,3,1,Ready to Move,575,3.0,1
2,2,Semi-Furnished,2,1,Ready to Move,62,10.0,1
3,1,Semi-Furnished,2,3,Ready to Move,160,2.0,3
3,0,Semi-Furnished,3,3,Ready to Move,275,5.0,3
3,0,Semi-Furnished,3,4,Ready to Move,459,6.0,4
3,0,Furnished,2,2,Ready to Move,170,4.0,2
2,0,Unfurnished,2,2,Ready to Move,23,7.0,2
2,1,Semi-Furnished,2,2,Ready to Move,71,3.0,2
3,1,Semi-Furnished,2,2,Ready to Move,25,9.0,2
3,0,Semi-Furnished,3,2,Ready to Move,310,10.0,2
3,0,Unfurnished,2,1,Ready to Move,160,8.0,1
3,4,Semi-Furnished,3,22,Ready to Move,295,2.0,22
3,0,Unfurnished,3,10,Ready to Move,179,3.0,10
