url,Bedrooms,Bathrooms,Balconies,Servant Room,Super area,Carpet area,Loading,Developer,Project,Status,Transaction type,Floor,Car parking,Price Breakup,,Facilities,Address,Landmarks,Facing,RERA ID,Overlooking,Flooring,Water Availability,Status of Electricity,Lift,Age of Construction,Furnishing,Authority Approval,Type of Ownership,Brokerage Response,Loan Offered by,Amenities,PRICE,CONFIGURATION,TOWER & UNIT DETAILS,STATUS,Store Room,TOWER,Balcony,Study Room,Puja Room,Plot area,Furnished status,Units Available,Floors allowed for construction,UNIT DETAILS,Lifts,Bathroom
https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423538353931353631,,Free Property Valuation,,,,3 See Dimensions,2,,,2,1250 sqft,1100 sqft,12%,Semi-Furnished,New Construction,Freehold,West,₹ 48.0 Lac,1 Covered,,,"Power Back Up, Lift, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Service/Goods Lift, Air Conditioned, Visitor Parking, Laundry Service, Internet/Wi-Fi Connectivity","Dwarka Mor, New Delhi - West, Delhi NCR",Near Nawada metro station,"Garden/Park, Main Road","Vitrified, Granite",No/Rare Powercut,1,1 (Out of 4 Floors),,,,,,,,,,,,,,Ready to Move,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423538353931363139,,Free Property Valuation,,,,2 See Dimensions,2,,,1,630 sqft,594 sqft,5%,Semi-Furnished,New Construction,Freehold,East,₹ 25.0 Lac,1 Covered,,,"Power Back Up, Lift, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Laundry Service","Dwarka Mor, New Delhi - West, Delhi NCR",Near Nawada metro station,"Garden/Park, Main Road",Granite,No/Rare Powercut,1,2 (Out of 4 Floors),,,,,,,,,,,,,,Ready to Move,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Alaknanda-in-New-Delhi-r2&id=4d423532303831343035,,,,,3,2,1,,,1,1400 sqft,1350 sqft,3%,Semi-Furnished,"Rishi Apartment, Alaknanda",North - East,Garden/Park,"₹ 1.85 Cr ₹ 12,94,972 Stamp Duty, Registration Charges
See Other Charges",Ground (Out of 3 Floors),,,,,,,"Rain Water Harvesting, Park, Reserved Parking, Security, Maintenance Staff, Waste Disposal, RO Water System, Piped Gas","Gangotri Enclave Alaknanda, Alaknanda, New Delhi - South, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-10-in-New-Delhi-r1&id=4d423537383735393637,,,,,,3 See Dimensions,2,3,1600 sqft,1500 sqft,6%,Cooperative Group Housing Society,Madhur Jeevan Apartment,Ready to Move,,3 (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.50 Cr ₹ 10,49,999 Stamp Duty, Registration Charges ₹ 2,000 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal, DTH Television Facility, RO Water System, Piped Gas","Dwarka Sector 10, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Near venkateshwar school.,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Granite, Marble",24 Hours Available,No/Rare Powercut,2,,,Semi-Furnished,"₹ 1.50 Cr - ₹ 1.70 Cr
₹ 9,375 - ₹ 10,625 per sqft",3 BHK Flats,"4 Towers , 103 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Munirka-in-New-Delhi&id=4d423538373839353435,,,,,,,,2 See Dimensions,1,1300 sqft,1300 sqft,Delhi Development Authority DDA,DDA Flats Munirka,Ready to Move,,Ground (Out of 4 Floors),1 Open,"₹ 1.60 Cr ₹ 11,19,937 Stamp Duty, Registration Charges ₹ 500 Monthly
See Other Charges",,,"Reserved Parking, Water Storage, Piped Gas","Munirka, New Delhi, Munirka, New Delhi - South, Delhi NCR","near metro station , and near JNU uniercity","North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,None,,,Semi-Furnished,"₹ 1.25 Cr - ₹ 1.70 Cr
₹ 10,833 - ₹ 15,000 per sqft",2 BHK Flats,"35 Towers , 400 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-23-in-New-Delhi&id=4d423530393339383138,,,,,3 See Dimensions,2,3,1,1800 sqft,1500 sqft,16%,Cooperative Group Housing Society,Manisha Towers,Ready to Move,,1 (Out of 9 Floors),"1 Covered, 1 Open","₹ 1.55 Cr ₹ 11,14,939 Stamp Duty, Registration Charges ₹ 2,200 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Park, Reserved Parking, Security, Vaastu Compliant, Service/Goods Lift, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, RO Water System, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","dwarka sector 23, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",dwarka sector 21 metro,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Main Road, Garden/Park",Marble,24 Hours Available,No/Rare Powercut,2,,,Semi-Furnished,"₹ 1.55 Cr Onwards
₹ 8,611 per sqft",3 BHK Flats,"3 Towers , 103 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Laxmi-Nagar-in-New-Delhi-r1&id=4d423537343331333433,,,,,,2,1,,,1,700 sqft,630 sqft,10%,Semi-Furnished,near v3s mall,North - East,"Garden/Park, Main Road","₹ 28.0 Lac ₹ 1,96,000 Approx. Registration Charges
See Other Charges",2 (Out of 4 Floors),,,,,,,"Gymnasium, Park","New Delhi, Laxmi Nagar, New Delhi - East, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,Free Property Valuation
https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-Sector-B-in-New-Delhi-r2&id=4d423536343337323539,,,,,3 See Dimensions,2,1,1,2000 sqft,1800 sqft,10%,Delhi Development Authority DDA,DDA Flats Vasant Kunj,Ready to Move,,Ground (Out of 3 Floors),2 Covered,"₹ 3.65 Cr ₹ 25,55,000 Stamp Duty, Registration Charges ₹ 700 Monthly
See Other Charges",,"Park, Reserved Parking, Security, Visitor Parking","Vasant Kunj, New Delhi, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",near ambience shopping mall,"South - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",no,Garden/Park,Ceramic Tiles,24 Hours Available,No/Rare Powercut,None,10 to 15 years,,Delhi Development Authority,"₹ 74.0 Lac - ₹ 4.0 Cr
₹ 9,375 - ₹ 16,562 per sqft","1,2,3,4 BHK Flats",,Ready to Move,,,,,,,,,,1000 Units,,
https://www.magicbricks.com/propertyDetails/3-BHK-2150-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-23-in-New-Delhi-r3&id=4d423531313233383032,,,,,3 See Dimensions,4,4,1,2150 sqft,1760 sqft,18%,United Developer,Harmony Apartment,Ready to Move,,5 (Out of 8 Floors),"1 Covered, 1 Open","₹ 1.85 Cr ₹ 13,31,733 Stamp Duty, Registration Charges ₹ 2,500 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, RO Water System, Banquet Hall, Piped Gas, Jogging and Strolling Track","sector 23, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",Near by Dwarka sector 21 Metro Station,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Mosaic,No/Rare Powercut,2,5 to 10 years,2,Semi-Furnished,Freehold,"₹ 1.84 Cr - ₹ 2.07 Cr
₹ 9,684 - ₹ 10,895 per sqft",3 BHK Flats,"4 Towers , 288 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chhattarpur-in-New-Delhi-r2&id=4d423535313338393935,,Free Property Valuation,,,2 See Dimensions,,,1,1,900 sqft,200 sqyrd,JVTS Group,JVTS Gardens,Ready to Move,,1 (Out of 4 Floors),None,"₹ 23.0 Lac ₹ 800 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff, Waste Disposal, DTH Television Facility, RO Water System, Banquet Hall, Piped Gas","Chhattarpur, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",,,,near nanda hospital,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,"Garden/Park, Main Road",,,Less than 5 years,"₹ 15.0 Lac - ₹ 50.0 Lac
₹ 2,727 - ₹ 4,000 per sqft","1,2,3 BHK Builder Floors","22 Towers , 528 Units",Ready to Move,,,,,,2,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2590-Sq-ft-Multistorey-Apartment-FOR-Sale-Khyber-Pass-in-New-Delhi-r5&id=4d423530363239373938,,,,Unfurnished,3 See Dimensions,,,,,,3,5,1,3,1,North - East,"Garden/Park, Pool, Main Road","₹ 2.97 Cr ₹ 20,79,329 Stamp Duty, Registration Charges ₹ 8,000 Monthly
See Other Charges",1 Covered,,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","Civil lines., Khyber Pass, New Delhi - North, Delhi NCR","La Tropicana, developed by the Parsvnath Developers is a luxury amidst the posh area of Civil Lines in the capital. As you pass by the nearby Kamla Nehru Ridge, the awesome driving experience that you will enjoy amidst the green area shall take you towards the Delhi University metro station which is just a walking distance away from the project. Within 25 minutes, the metro shall take you to the central part of the capital, that is, the Connaught Place. There is also a nearby popular Kamla Nagar market in the area which is just a rickshaw distance away.","Garden/Park, Pool, Main Road",Granite,24 Hours Available,No/Rare Powercut,8 (Out of 12 Floors),,Developer,,,,,,3,,,Under Construction,,,2590 sqft,,,,"New Property
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Green-Park-in-New-Delhi&id=4d423538353733383535,,,,,3,3,2,,,1,1800 sqft,1550 sqft,13%,Semi-Furnished,New Construction,,West,,Ground (Out of 3 Floors),,Main Road,,,,,₹ 2.90 Cr,,,"New Property
Free Legal Title Check",,,,,,,,"Green Park, New Delhi - South, Delhi NCR",,,Main Road,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-160-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Rajouri-Garden-in-New-Delhi&id=4d423537343235343431,,,,,,,,,,3,3,3,160 sqyrd,Unfurnished,Less than 5 years,Freehold,East,"₹ 1.65 Cr ₹ 11,55,000 Approx. Registration Charges
See Other Charges",1 Covered,,,"Lift, Security, Vaastu Compliant, Visitor Parking","Rajouri Garden, New Delhi - West, Delhi NCR",This property is on the best location of Rajouri Garden,Main Road,Ceramic Tiles,24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),1,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-24-in-New-Delhi-r2&id=4d423537353736373739,,Free Property Valuation,,,,2 See Dimensions,2,,,650 sqft,625 sqft,3%,52 sqft,Semi-Furnished,2,North - East,"Garden/Park, Main Road","₹ 42.7 Lac ₹ 2,98,970 Approx. Registration Charges ₹ 200 Monthly
See Other Charges",4 (Out of 4 Floors),,,"Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Waste Disposal","Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Near by shri jagannath mandir,,"Garden/Park, Main Road",24 Hours Available,No/Rare Powercut,"New Property
Free Legal Title Check",,New Construction,,,,,,,,,,,1,Ready to Move,"Marble, Normal Tiles/Kotah Stone",,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-Sector-D-in-New-Delhi&id=4d423539323436343439,,,,,2 See Dimensions,2,1,1,1250 sqft,1050 sqft,16%,Delhi Development Authority DDA,DDA Flats Sector D Pocket 8,Ready to Move,,1 (Out of 3 Floors),2 Open,"₹ 1.67 Cr ₹ 11,69,000 Stamp Duty, Registration Charges ₹ 600 Monthly
See Other Charges",,"Park, Security, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Piped Gas, Jogging and Strolling Track",,"2bhk 1st Floor For Sale In Sector D 8 Vasant Kunj South Delhi, Sector D Vasant Kunj, New Delhi - South, Delhi NCR","dlf emporio, Dlf promenade, nirula's, dominos etc & ambience mall","North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Not Applicable,Mosaic,24 Hours Available,No/Rare Powercut,None,,,Semi-Furnished,"₹ 1.67 Cr Onwards
₹ 13,360 per sqft",2 BHK Flat,"5 Towers , 250 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-945-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kiran-Garden-in-New-Delhi&id=4d423539373330393933,,Free Property Valuation,,,,3 See Dimensions,2,1,945 sqft,900 sqft,4%,Bharat Homes,Bharat Luxury Homes,Ready to Move,,1 (Out of 4 Floors),1 Covered,"₹ 55.0 Lac ₹ 3,85,000 Approx. Registration Charges
See Other Charges",,,"Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility","Bal Udhyan Rd, Prem Nagar, M Block, Block C, Uttam Nagar, Delhi, Kiran Garden, New Delhi - West, Delhi NCR",This 3bhk is close to nawada metro station,"South
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Vitrified,No/Rare Powercut,,1,,New Construction,Semi-Furnished,Call for Price,"1,2,3,4 BHK Flats",,Ready to Move,,1 Tower,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Mayur-Vihar-1-in-New-Delhi&id=4d423539313437313433,,,,,,2 See Dimensions,2,1,1100 sqft,900 sqft,18%,Cooperative Group Housing Society,Kala Vihar Apartment,Ready to Move,,Ground (Out of 4 Floors),1 Covered,"₹ 1.50 Cr ₹ 10,49,972 Stamp Duty, Registration Charges ₹ 1,200 Monthly
See Other Charges",,,"Lift, Gymnasium, Park, Reserved Parking, Security, Service/Goods Lift, Intercom Facility, Maintenance Staff, Waste Disposal, Piped Gas","Mayur Vihar 1, New Delhi, Mayur Vihar 1, New Delhi - East, Delhi NCR",Nearby metro station mayur vihar 1.,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,"Ceramic Tiles, Marble",24 Hours Available,,No/Rare Powercut,None,,Semi-Furnished,Call for Price,2 BHK Flat,"7 Towers , 140 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Sale-Greater-Kailash-2-in-New-Delhi&id=4d423335313031333037,,,,,,,3 See Dimension,3,2200 sqft,1750 sqft,20%,Findahouse Real estate Consultants LLP,Find Homes,Ready to Move,,,Ground (Out of 4 Floors),,,,,1 Covered,"₹ 3.75 Cr ₹ 4,000 Monthly",,"GK II, New Delhi - South, Delhi NCR",,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Granite",,,,,1,"₹ 2.85 Cr - ₹ 18.0 Cr
₹ 15,833 - ₹ 36,364 per sqft","3,4,5 BHK Flats","1 Tower , 4 Units",Ready to Move,,,,,,,,,24 Hours Available,,,
https://www.magicbricks.com/propertyDetails/3-BHK-64-Sq-m-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-23-in-New-Delhi&id=4d423539363738353533,,Free Property Valuation,,,3 See Dimensions,,,,,2,1,1,64 sqm,Semi-Furnished,None,Freehold,North - East,,2 Open,"₹ 63.0 Lac ₹ 4,41,000 Approx. Registration Charges ₹ 300 Monthly
See Other Charges",,"Park, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Piped Gas","Sector 23 Rohini, New Delhi - Rohini, Delhi NCR",ROHINI SECTOR 23,"Garden/Park, Main Road",Marble,6 Hours Available,No/Rare Powercut,3 (Out of 4 Floors),,,,,,,,,,,,,,Ready to Move,,,,"Resale
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Patparganj-in-New-Delhi&id=4d423538353332353031,,Free Property Valuation,,,3,2,2,,,1,1300 sqft,1200 sqft,7%,Semi-Furnished,ip metro station,East,"Garden/Park, Main Road","₹ 96.0 Lac ₹ 8,05,233 Stamp Duty, Registration Charges
See Other Charges",2 (Out of 4 Floors),,,,,,,Intercom Facility,"Vidhi Apartment, Patparganj, New Delhi - East, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Munirka-in-New-Delhi&id=4d423534353237323833,,,,,2 See Dimensions,2,2,1,1200 sqft,1000 sqft,16%,Delhi Development Authority DDA,DDA Flats Munirka,Ready to Move,,Ground (Out of 3 Floors),1 Open,"₹ 1.55 Cr ₹ 10,84,943 Stamp Duty, Registration Charges ₹ 500 Monthly
See Other Charges",,,"Power Back Up, Rain Water Harvesting, Gymnasium, Park, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Golf Course, Health club with Steam / Jaccuzi, Private Garage","FC2 Shopping centre DDA flats munirka, Munirka, New Delhi - South, Delhi NCR",The property is closed to metro station & has a reputed school.,"South - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Mosaic, Wooden",24 Hours Available,No/Rare Powercut,None,,,Unfurnished,"₹ 1.25 Cr - ₹ 1.70 Cr
₹ 10,833 - ₹ 15,000 per sqft",2 BHK Flats,"35 Towers , 400 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Gulmohar-Park-in-New-Delhi&id=4d423534373930373139,,,,New Construction,3,,,,,3,1,1500 sqft,200 sqft,Semi-Furnished,Semi-Furnished,Freehold,North - East,"₹ 4.75 Cr ₹ 33,25,000 Approx. Registration Charges ₹ 5,000 Monthly
See Other Charges","2 Covered, 1 Open",,"Power Back Up, Lift, Club House, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Cafeteria/Food Court, Piped Gas, Jogging and Strolling Track, Health club with Steam / Jaccuzi","Gulmohar Park, Gulmohar Park, New Delhi - South, Delhi NCR",nearby metro station,gulmohar park,Main Road,"Ceramic Tiles, Granite, Marble, Marbonite, Wooden",24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),,,,,,,,1,,,,,3,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalkaji-in-New-Delhi&id=4d423535313131363031,,,,,3,3,2,,1,1800 sqft,1550 sqft,13%,RWA Kalkaji Block L,Ready to Move,,2 (Out of 3 Floors),"2 Covered, 2 Open","₹ 2.35 Cr ₹ 16,44,930 Stamp Duty, Registration Charges ₹ 2,000 Monthly
See Other Charges",,,,"Lift, Reserved Parking, Air Conditioned","Kalkaji, New Delhi, Kalkaji, New Delhi - South, Delhi NCR",Near to market and metro..,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Marble, Wooden",24 Hours Available,No/Rare Powercut,1,,,,Call for Price,,,Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Tagore-Garden-in-New-Delhi&id=4d423539333937393337,,,,,,3 See Dimensions,3,,,1350 sqft,1000 sqft,25%,1080 sqft,Semi-Furnished,New Construction,Freehold,North - East,"₹ 1.90 Cr ₹ 13,30,000 Approx. Registration Charges ₹ 100 Monthly
See Other Charges","1 Covered, 1 Open",,,"Lift, Park, Reserved Parking","Abc., Tagore Garden, New Delhi - West, Delhi NCR","Near by metro station tagore garden and market, etc.",Garden/Park,"Granite, Marble",24 Hours Available,No/Rare Powercut,1 (Out of 3 Floors),1,,,,,,,,,,,,3,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Tagore-Garden-in-New-Delhi&id=4d423539373134363537,,,,New Construction,3 See Dimensions,3,2,,,1800 sqft,1750 sqft,2%,1800 sqft,Semi-Furnished,Semi-Furnished,,Freehold,East,"2 Covered, 1 Open",,,"₹ 2.90 Cr ₹ 20,30,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Tagore Garden, New Delhi - West, Delhi NCR",metro station,"Marble, Granite",24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),,,,,,,,,,,1,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Jangpura-Extension-in-New-Delhi&id=4d423535353037363535,,,,Semi-Furnished,3 See Dimensions,3,2,,,1500 sqft,1800 sqft,-20%,200 sqyrd,Semi-Furnished,1,Freehold,East,"₹ 3.75 Cr ₹ 26,25,000 Approx. Registration Charges ₹ 10,000 Monthly
See Other Charges","2 Covered, 1 Open",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","New Delhi, Jangpura Extension, New Delhi - South, Delhi NCR",near by metro station,Garden/Park,"Wooden, Granite",24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),Municipal Corporation of Delhi,,,,,,,1,,,New Construction,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Munirka-in-New-Delhi&id=4d423535353931333133,,,,,,2 See Dimensions,,,,1,550 sqft,550 sqft,2000 sqft,Unfurnished,None,Freehold,North - East,"₹ 42.0 Lac ₹ 2,94,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",None,,,,"Security, Water Storage, Waste Disposal","1111., Munirka, New Delhi - South, Delhi NCR","the property is closed to main road, park, metro, etc",Vitrified,24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),,,,,,,,,,,,,1,Ready to Move,,,,"Resale
Free Legal Title Check",Free Property Valuation
https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-in-New-Delhi-r2&id=4d423535363530333335,,,,,3,2,3,,,1,1550 sqft,1500 sqft,3%,Unfurnished,Near ILBS hospital vasant kunj,North - West,"Garden/Park, Main Road","₹ 2.60 Cr ₹ 18,19,979 Stamp Duty, Registration Charges
See Other Charges",Ground (Out of 3 Floors),,,,,,,"Lift, Gymnasium, Park, Security, Vaastu Compliant, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, Piped Gas","D-2 vasant kunj, Vasant Kunj, New Delhi - South, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-192-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Preet-Vihar-in-New-Delhi&id=4d423539313935343931,,,,,3,3,1,,,1,192 sqyrd,190 sqyrd,1%,Semi-Furnished,22580453,East,Main Road,"₹ 2.61 Cr ₹ 18,27,000 Approx. Registration Charges
See Other Charges",4 (Out of 4 Floors),,Power Back Up,,,,,"d block, Preet Vihar, New Delhi - East, Delhi NCR",near to durga mandir,,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Rohini-Sector-13-in-New-Delhi-r1&id=4d423538343334363935,,,,,,,,3,2,1,1250 sqft,Cooperative Group Housing Society,Vikassheel Apartment,Ready to Move,,3 (Out of 3 Floors),1 Open,₹ 1.67 Cr,,,"Power Back Up, Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, Piped Gas, Jogging and Strolling Track","Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",,,,D.D.Club,"North - West
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Garden/Park,,,15 to 20 years,"₹ 1.35 Cr - ₹ 1.50 Cr
₹ 11,250 - ₹ 12,500 per sqft",3 BHK Flat,"4 Towers , 80 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Laxmi-Nagar-in-New-Delhi-r5&id=4d423135303232333337,,,,,,,,,,,2,1,650 sqft,None,Marble,Freehold,East,₹ 36.0 Lac,1 (Out of 4 Floors),,,,,,,,"Security, Water Storage, Maintenance Staff, Waste Disposal",,"New Property
Free Legal Title Check","Laxmi Nagar near by Laxmi nagar Metro Station, Laxmi Nagar, New Delhi - East, Delhi NCR",laxmi Nagar metro station. (Benisweets),,,,,,,,,,,,Ready to Move,,,,,Free Property Valuation
