url,Bedrooms,Bathrooms,Balconies,Servant Room,Super area,Carpet area,Loading,Developer,Project,Status,Transaction type,Floor,Car parking,Price Breakup,,Facilities,Address,Landmarks,Facing,RERA ID,Overlooking,Flooring,Water Availability,Status of Electricity,Lift,Age of Construction,Furnishing,Authority Approval,Type of Ownership,Brokerage Response,Loan Offered by,Amenities,PRICE,CONFIGURATION,TOWER & UNIT DETAILS,STATUS,Store Room,TOWER,Balcony,Study Room,Puja Room,Plot area,Furnished status,Units Available,Floors allowed for construction,UNIT DETAILS,Lifts,Bathroom
https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Uttam-Nagar-in-New-Delhi&id=4d423538323339323637,,Free Property Valuation,,,,,,2 See Dimensions,2,1,650 sqft,Aggarwal Real Estates,Uttam Nagar Floors,Ready to Move,,1 (Out of 4 Floors),1 Covered,,,,,"₹ 27.0 Lac
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, RO Water System, Piped Gas","Uttam Nagar, New Delhi - West, Delhi NCR",,Normal Tiles/Kotah Stone,,,No/Rare Powercut,1,4,"₹ 15.0 Lac - ₹ 65.0 Lac
₹ 2,614 - ₹ 33,333 per sqft","1,2,3,4 BHK Builder Floors",,Ready to Move,,5 Towers,,,,,,,24 Hours Available,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-in-New-Delhi&id=4d423535313137343035,,,,,2 See Dimensions,2,1,1,1150 sqft,1050 sqft,8%,Delhi Development Authority DDA,DDA Flats Sector C Pocket 9,Ready to Move,,Ground (Out of 4 Floors),2 Open,"₹ 1.75 Cr ₹ 500 Monthly
See Other Charges",,,"Rain Water Harvesting, Park, Security, Vaastu Compliant, Maintenance Staff, Laundry Service, Piped Gas, Jogging and Strolling Track","DDA flat sector C pocket 9 Vasant Kunj New Delhi, Vasant Kunj, New Delhi - South, Delhi NCR",ambience Mall,"North
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Mosaic,24 Hours Available,No/Rare Powercut,None,,,Unfurnished,Call for Price,"2,3 BHK Flat",,Ready to Move,,,,,,,,,,700 Units,,
https://www.magicbricks.com/propertyDetails/2-BHK-80-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Vikaspuri-in-New-Delhi-r11&id=4d423133383339333232,,Free Property Valuation,,,2 See Dimensions,2,2,,,80 sqyrd,740 sqft,-825%,750 sqft,Semi-Furnished,Municipal Corporation of Delhi,Freehold,East,"₹ 85.0 Lac ₹ 5,95,000 Approx. Registration Charges ₹ 200 Monthly
See Other Charges","1 Covered, 1 Open",,,"Lift, Rain Water Harvesting, Club House, Swimming Pool, Park, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Jogging and Strolling Track, Outdoor Tennis Courts","vikaspuri, Vikaspuri, New Delhi - West, Delhi NCR","Near schools,Markets,Doctors,Gym and Banks etc.","Garden/Park, Pool, Main Road",Marble,No/Rare Powercut,1,1 (Out of 4 Floors),3,Semi-Furnished,,,,,,New Construction,,,,,1,Ready to Move,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-Sector-D-in-New-Delhi&id=4d423539323338313831,,,,,3,2,1,,,1,1800 sqft,1700 sqft,5%,Unfurnished,"Dda flat sector d pocket 1., Sector D Vasant Kunj, New Delhi - South, Delhi NCR",North - East,Garden/Park,,Ground (Out of 3 Floors),,"₹ 2.40 Cr ₹ 16,79,958 Stamp Duty, Registration Charges
See Other Charges",,,,,,"Power Back Up, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-24-in-New-Delhi&id=4d423539373938323333,,Free Property Valuation,,,,3,,,,,2,1,850 sqft,1,2,North - East,Garden/Park,,"1 Covered, 2 Open",,"₹ 78.0 Lac ₹ 5,46,000 Approx. Registration Charges ₹ 300 Monthly
See Other Charges",,"Lift, Park, Reserved Parking, Security, Piped Gas","Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Garden/Park,"Ceramic Tiles, Marble",No/Rare Powercut,1,2 (Out of 3 Floors),Under Construction,,,,,,,,,,,,,850 sqft,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwaraka-More-in-New-Delhi&id=4d423539323036323033,,Free Property Valuation,,,,3 See Dimensions,2,,,2,1100 sqft,1000 sqft,9%,Semi-Furnished,New Construction,Freehold,East,,1 Covered,,"₹ 40.0 Lac ₹ 2,80,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, Piped Gas, Skyline View, Smart Home","Mohan garden dwarka more., Dwaraka More, New Delhi - West, Delhi NCR",Main Road,"Ceramic Tiles, Granite, Marble, Vitrified",24 Hours Available,No/Rare Powercut,Ground (Out of 4 Floors),,1,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Lajpat-Nagar-1-in-New-Delhi&id=4d423539333932303435,,Free Property Valuation,,,2,,,,,2,2,1,900 sqft,Unfurnished,"New Delhi, Lajpat Nagar 1, New Delhi - South, Delhi NCR",North - West,Garden/Park,,Ground (Out of 4 Floors),,"₹ 90.0 Lac ₹ 6,30,000 Approx. Registration Charges
See Other Charges",,,,,,"Rain Water Harvesting, Park, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal, RO Water System, Conference Room",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Govindpuri-Main-in-New-Delhi&id=4d423539333338333133,,Free Property Valuation,,,2,2,1,,,1,600 sqft,500 sqft,16%,Semi-Furnished,Govindpuri Metro station,South,Main Road,"₹ 25.0 Lac ₹ 1,75,000 Approx. Registration Charges
See Other Charges",1 (Out of 5 Floors),,,,,,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Intercom Facility, Waste Disposal, Laundry Service, DTH Television Facility, RO Water System","New Delhi, Govindpuri Main, New Delhi - South, Delhi NCR",,"Resale
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Indraprastha-Extension-in-New-Delhi-r12&id=4d423235373233353831,,Free Property Valuation,,,3 See Dimensions,2,1,1,1550 sqft,1500 sqft,3%,Delhi Development Authority DDA,DDA Navniti Apartment,Ready to Move,,2 (Out of 7 Floors),2 Open,"₹ 1.36 Cr ₹ 9,60,086 Stamp Duty, Registration Charges ₹ 2,000 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Bar/Lounge, Cafeteria/Food Court, Conference Room, Piped Gas, Outdoor Tennis Courts","Indraprastha extension Patparganj Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Near balco Market,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,"Mosaic, Granite",24 Hours Available,No/Rare Powercut,2,Semi-Furnished,RWA/Co-operative Housing Society,1,Call for Price,,"7 Towers , 275 Units",Ready to Move,15 to 20 years,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Chhattarpur-in-New-Delhi&id=4d423537363530323231,,Free Property Valuation,,,3 See Dimensions,2,2,1,1300 sqft,1175 sqft,9%,A.R.S. High Vision Developers Pvt Ltd,Farm Side Apartments,Ready to Move,,1 (Out of 4 Floors),1 Covered,"₹ 71.0 Lac ₹ 8,05,233 Stamp Duty, Registration Charges ₹ 1,500 Monthly
See Other Charges",,,"Lift, Rain Water Harvesting, Park, Security, Private Terrace/Garden, Vaastu Compliant, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Piped Gas","ARS FSA Apartment, Chhattarpur, New Delhi - South, Delhi NCR",Near by sky mansion,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Vitrified,24 Hours Available,No/Rare Powercut,1,,,Semi-Furnished,"₹ 33.0 Lac - ₹ 71.0 Lac
₹ 4,400 - ₹ 5,750 per sqft","2,3 BHK Builder Floors","1 Tower , 20 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-Sector-D-in-New-Delhi&id=4d423536353138393037,,,,,,3 See Dimensions,2,2,1700 sqft,1600 sqft,5%,Delhi Development Authority DDA,DDA Flats Vasant Kunj,Ready to Move,,6 (Out of 8 Floors),1 Open,"₹ 2.20 Cr ₹ 15,39,979 Stamp Duty, Registration Charges ₹ 500 Monthly
See Other Charges",,,"Lift, Park, Security, Visitor Parking, Piped Gas","Vasant Kunj, New Delhi, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",near mall school metro hospital etc,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Ceramic Tiles,24 Hours Available,No/Rare Powercut,2,,,Unfurnished,"₹ 74.0 Lac - ₹ 4.0 Cr
₹ 9,375 - ₹ 16,562 per sqft","1,2,3,4 BHK Flats",,Ready to Move,,,,,,,,,,1000 Units,,
https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-24-in-New-Delhi&id=4d423539303230323339,,,,,,3 See Dimensions,3,,,1,1400 sqft,1350 sqft,3%,Semi-Furnished,2,Freehold,North - East,,"1 Covered, 1 Open",,,"₹ 1.60 Cr ₹ 11,20,000 Approx. Registration Charges ₹ 500 Monthly
See Other Charges",,"Lift, Reserved Parking","Sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR","Ceramic Tiles, Wooden",No/Rare Powercut,1,3 (Out of 4 Floors),,New Construction,,,,,,,,,,,,Ready to Move,6 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Sector-8-in-New-Delhi&id=4d423538363331373333,,,,,,3 See Dimensions,3,,,1,1900 sqft,1850 sqft,2%,Semi-Furnished,New Construction,Freehold,North - East,"₹ 1.80 Cr
See Other Charges",1 Covered,,,"Power Back Up, Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility","Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",near mother dairy,Main Road,Marble,24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),,1,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-kunj-in-New-Delhi&id=4d423537373137393137,,,,,2 See Dimensions,2,1,,,1,1400 sqft,1200 sqft,14%,Semi-Furnished,10 to 15 years,Freehold,East,"₹ 2.90 Cr ₹ 20,29,972 Stamp Duty, Registration Charges ₹ 500 Monthly
See Other Charges",2 Open,,,"Rain Water Harvesting, Swimming Pool, Gymnasium, Park, Security, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts","c2, Vasant kunj, New Delhi - West, Delhi NCR",delhi public school,Garden/Park,Mosaic,24 Hours Available,No/Rare Powercut,3 (Out of 3 Floors),None,,,,,,,,,,,,,Ready to Move,,,,"Resale
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Saket-in-New-Delhi-r2&id=4d423536353430343039,,Free Property Valuation,,,,2 See Dimensions,2,850 sqft,810 sqft,4%,900 sqft,Delhi Development Authority DDA,DDA Freedom Fighter Enclave,Ready to Move,,1 (Out of 4 Floors),"1 Covered, 1 Open","₹ 45.0 Lac ₹ 3,15,000 Approx. Registration Charges ₹ 700 Monthly
See Other Charges",,,"Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility","Saket, New Delhi, Saket, New Delhi - South, Delhi NCR",close to saket metro station,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,1,1,,Municipal Corporation of Delhi,"₹ 45.0 Lac - ₹ 1.10 Cr
₹ 3,889 - ₹ 5,680 per sqft","2,3,4 BHK Flat, Builder Floors",,Ready to Move,,,,,,1,,Vitrified,,2500 Units,,
https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Pitampura-in-New-Delhi&id=4d423539333435313133,,Free Property Valuation,,,3,3,2,,,1,1100 sqft,1000 sqft,9%,Furnished,near hotel city park,North - East,"Garden/Park, Main Road","₹ 1.44 Cr ₹ 10,11,500 Approx. Registration Charges
See Other Charges",2 (Out of 4 Floors),,,,,,,"Lift, Swimming Pool, Park, Vaastu Compliant, Air Conditioned, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Jogging and Strolling Track, Outdoor Tennis Courts","near city park hotel, Pitampura, New Delhi - West, Delhi NCR",,"New Property
Free Legal Title Check",,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Sale-Uttam-Nagar-West-in-New-Delhi&id=4d423539353234393533,,Free Property Valuation,,,,2 See Dimensions,2,1,550 sqft,500 sqft,9%,Planner N Maker,Planner N Maker Homes,Ready to Move,,2 (Out of 4 Floors),1 Covered,"₹ 25.0 Lac ₹ 2,84,300 Stamp Duty, Registration Charges ₹ 100 Monthly
See Other Charges",,"Power Back Up, Lift, Rain Water Harvesting, Gymnasium, Reserved Parking, Security, Water Storage, Private Terrace/Garden, Vaastu Compliant, Intercom Facility, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System","Uttam Nagar West, New Delhi, Uttam Nagar West, New Delhi - West, Delhi NCR","uttam nager west
pillar no 707
ram nager road","East
Talk to our best Vastu Consultants to get instant solution. View Consultants",no,Main Road,Vitrified,No/Rare Powercut,,1,New Construction,2,Freehold,"₹ 20.5 Lac - ₹ 52.0 Lac
₹ 3,727 - ₹ 4,769 per sqft","2,3 BHK Flats","10 Towers , 200 Units",Ready to Move,,,,,,,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Defence-Colony-in-New-Delhi&id=4d423538383330303135,,,,Municipal Corporation of Delhi,3 See Dimensions,4,3,,2400 sqft,2200 sqft,8%,325 sqyrd,Defence colony Villas,Ready to Move,,2 (Out of 4 Floors),2 Covered,,"₹ 6.75 Cr ₹ 47,25,000 Approx. Registration Charges ₹ 6,000 Monthly
See Other Charges",,,"Power Back Up, Lift, Reserved Parking, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, RO Water System, Piped Gas","Defence Colony, New Delhi, Defence Colony, New Delhi - South, Delhi NCR","North
Talk to our best Vastu Consultants to get instant solution. View Consultants",Garden/Park,"Granite, Marble",24 Hours Available,No/Rare Powercut,1,Freehold,,,"₹ 2.25 Cr - ₹ 8.50 Cr
₹ 11,250 - ₹ 35,714 per sqft","3,4 BHK Flat, Builder Floor, Office Spaces",,Ready to Move,Less than 5 years,,,Semi-Furnished,,1,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Lajpat-Nagar-3-in-New-Delhi&id=4d423532393535363437,,,,,3 See Dimensions,3,,,,1,1800 sqft,1800 sqft,1800 sqft,Semi-Furnished,1,Freehold,North - East,"₹ 3.60 Cr ₹ 25,20,000 Approx. Registration Charges ₹ 2,000 Monthly
See Other Charges",1 Covered,,,"Lift, Park, Reserved Parking, Security, Water Storage, Visitor Parking","Lajpat Nagar 3, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Near Haldiram,Garden/Park,Granite,24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),,,,,,,,,,,,,3,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2090-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Defence-Colony-in-New-Delhi&id=4d423538313337383037,,,,1,3 See Dimensions,3,3,,,2090 sqft,1900 sqft,9%,325 sqyrd,Semi-Furnished,5 to 10 years,Freehold,North,"₹ 7.0 Cr ₹ 49,00,000 Approx. Registration Charges
See Other Charges",2 Covered,,"Power Back Up, Lift, Reserved Parking, Security, Water Storage, Vaastu Compliant, Air Conditioned, Visitor Parking, Waste Disposal, Piped Gas","Defence Colony, Defence Colony, New Delhi - South, Delhi NCR",Close To Park.,REH61818,Garden/Park,Granite,24 Hours Available,No/Rare Powercut,1 (Out of 4 Floors),,,,,,,,,,,,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasant-Kunj-Sector-A-in-New-Delhi&id=4d423538313339313131,,,,,3 See Dimension,,,,,2,2,1,2000 sqft,Furnished,None,Freehold,North - East,"₹ 3.0 Cr ₹ 21,00,000 Stamp Duty, Registration Charges ₹ 1,000 Monthly
See Other Charges",1 Open,,,"Lift, Reserved Parking, Cafeteria/Food Court","Sector A Vasant Kunj, New Delhi - South, Delhi NCR",Japenese School,Main Road,Marble,24 Hours Available,No/Rare Powercut,2 (Out of 4 Floors),,,,,,,,,,,,,,Ready to Move,,,,"Resale
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/3-BHK-80-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-6-in-New-Delhi&id=4d423538323132333239,,Free Property Valuation,,,,3 See Dimensions,2,,,80 sqyrd,76 sqyrd,5%,78 sqyrd,Semi-Furnished,1,Freehold,North - East,"₹ 83.0 Lac ₹ 300 Monthly
See Other Charges",1 Covered,,,"Lift, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Intercom Facility, Maintenance Staff, DTH Television Facility, Piped Gas","Sector 6 Rohini, New Delhi - Rohini, Delhi NCR","the property is close to rohini metro station, m2k & shopping complex.","Garden/Park, Main Road","Granite, Marble, Wooden",No/Rare Powercut,1,1 (Out of 4 Floors),,New Construction,,,,,,,,,,,1,Ready to Move,6 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Hemkunt-Colony-in-New-Delhi&id=4d423537383239393333,,,,,3 See Dimensions,3,3,,,2200 sqft,2000 sqft,9%,265 sqyrd,Unfurnished,1,Freehold,North - East,"₹ 5.25 Cr ₹ 36,75,000 Approx. Registration Charges ₹ 5,000 Monthly
See Other Charges","1 Covered, 1 Open",,,"Power Back Up, Lift, Park, Reserved Parking, Security, Water Storage, Air Conditioned, Visitor Parking, RO Water System, Piped Gas","Hemkunt Colony, New Delhi - South, Delhi NCR",Walking distance from market and metro station.,Garden/Park,"Marble, Wooden",24 Hours Available,,Ground (Out of 4 Floors),No/Rare Powercut,,,,,,,,,,,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Dwarka-Sector-23B-in-New-Delhi&id=4d423536303935343337,,,,,3 See Dimensions,3,3,1,2000 sqft,1800 sqft,10%,Cooperative Group Housing Society,Vishwas Nagar Apartments,Ready to Move,,3 (Out of 10 Floors),"1 Covered, 1 Open","₹ 1.90 Cr ₹ 13,30,000 Stamp Duty, Registration Charges ₹ 3,200 Monthly
See Other Charges",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, Banquet Hall, Cafeteria/Food Court, Conference Room","Dwarka Sector 23, New Delhi, Dwarka Sector 23B, New Delhi - Dwarka, Delhi NCR",delhi international school sector 23,"North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road","Marble, Vitrified",24 Hours Available,No/Rare Powercut,2,,,Furnished,"₹ 1.85 Cr - ₹ 1.90 Cr
₹ 10,000 - ₹ 10,882 per sqft",3 BHK Flats,"2 Towers , 45 Units",Ready to Move,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-905-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malviya-Nagar-in-New-Delhi-r8&id=4d423230363831343932,,Free Property Valuation,,,2 See Dimensions,2,2,,905 sqft,850 sqft,6%,905 sqft,RWA Malviya Nagar,Ready to Move,,1 (Out of 4 Floors),2 Open,"₹ 98.5 Lac ₹ 6,89,500 Approx. Registration Charges
See Other Charges",,,"Rain Water Harvesting, Gymnasium, Park, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff, Waste Disposal, Laundry Service, Banquet Hall, Jogging and Strolling Track","Malviya Nagar, Malviya Nagar, New Delhi - South, Delhi NCR",Near Metro Park A.T.M. Main Road tc etc.,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Marble,No/Rare Powercut,None,10 to 15 years,7,Unfurnished,,"₹ 80.0 Lac - ₹ 1.60 Cr
₹ 8,889 - ₹ 15,556 per sqft","2,3 BHK Builder Floor Apartment",,Ready to Move,,,,,,1,,24 Hours Available,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-in-New-Delhi&id=4d423539353532313433,,,,,,3 See Dimensions,3,,,4,1800 sqft,1750 sqft,2%,Semi-Furnished,5 to 10 years,Freehold,North,"₹ 1.70 Cr ₹ 11,89,944 Stamp Duty, Registration Charges ₹ 3,000 Monthly
See Other Charges","1 Covered, 1 Open",,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, DTH Television Facility, RO Water System","Dwarka Sector 18, New Delhi, New Delhi, Delhi NCR",near delhi international school,"Garden/Park, Main Road",Marble,24 Hours Available,No/Rare Powercut,2 (Out of 10 Floors),,2,,,,,,,,,,,,Ready to Move,,,,"New Property
Free Legal Title Check",
https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vigyan-Vihar-in-New-Delhi&id=4d423539333337323931,,,,,3 See Dimensions,3,2,,,1600 sqft,1550 sqft,3%,180 sqyrd,Semi-Furnished,New Construction,South,Garden/Park,"₹ 2.75 Cr ₹ 19,25,000 Approx. Registration Charges ₹ 1,500 Monthly
See Other Charges",3 (Out of 4 Floors),,,"Lift, Park, Reserved Parking, Vaastu Compliant",,,,"Vigyan Vihar, New Delhi - East, Delhi NCR","Very close to Yamuna sports complex,",,"New Property
Free Legal Title Check","Granite, Marble, Marbonite",,,,,,,Garden/Park,,,,,1,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-675-Sq-ft-Multistorey-Apartment-FOR-Sale-Kapashera-in-New-Delhi&id=4d423539353537363735,,Free Property Valuation,,,,,,,,,2,2,675 sqft,"Resale
Free Legal Title Check",₹ 25.0 Lac,,None,,,,,,,,,,Semi-Furnished,,,,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1252-Sq-ft-Multistorey-Apartment-FOR-Sale-Karol-Bagh-in-New-Delhi&id=4d423535323931383039,,,,,,,,,2 See Dimension,2,1252 sqft,,Unity Group,Ready to Move,,1 Covered,Semi-Furnished,,,₹ 2.25 Cr,,,"Skydeck, Sky Villa","Karol Bagh, New Delhi - Central, Delhi NCR",DLRERA2018P0007,,"Mosaic, Vitrified, Wooden, Ceramic Tiles",,,,No/Rare Powercut,Semi-Furnished,"₹ 1.85 Cr - ₹ 22.51 Cr
₹ 12,222 - ₹ 22,888 per sqft","2,3,4,5,6,7 BHK Flat, Penthouses","17 Towers , 2500 Units",Ready to Move,,,,,,,The Amaryllis,,24 Hours Available,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Sale-Model-Town-in-New-Delhi&id=4d423538383032353031,,,,,,,,,3,3,1950 sqft,,M2K,Ready to Move,,None,Semi-Furnished,,,,,₹ 2.50 Cr,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Air Conditioned, Intercom Facility, Laundry Service, Internet/Wi-Fi Connectivity, Cafeteria/Food Court, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts, Wrap Around Balcony, Island Kitchen Layout, House help accommodation, Concierge Services, Theme based Architectures, Health club with Steam / Jaccuzi, Premium branded fittings, Private Garage, Fireplace","Model Town, New Delhi - North, Delhi NCR",,"Vitrified, Wooden, Ceramic Tiles, Marble",,,,No/Rare Powercut,Semi-Furnished,"₹ 2.50 Cr - ₹ 9.75 Cr
₹ 9,913 - ₹ 17,857 per sqft","3,4,5 BHK Flat, Penthouses","6 Towers , 350 Units",Ready to Move,,,,,,,M2K Victoria Gardens,,24 Hours Available,,,
https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Sector-8-in-New-Delhi&id=4d423539383037303233,,Free Property Valuation,,,,,,,,,2,2,650 sqft,"Resale
Free Legal Title Check",₹ 78.0 Lac,,None,,,,,,,,,,Semi-Furnished,,,,,,,,,,,,,,,,Ready to Move,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-42-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Shalimar-bagh-in-New-Delhi&id=4d423539353233303031,,,,,,,,,,,2,1,42 sqyrd,"Resale
Free Legal Title Check",₹ 40.0 Lac,,None,,,,,,,,,,Unfurnished,,,,,,,,,,,,,,,,Ready to Move,,,,,Free Property Valuation
